Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,RPM_Lower_Limit,RPM_Upper_Limit,Engine_Temp_C_Status_enc,Oil_Pressure_bar_Status_enc,Vibration_mms_Status_enc,Fuel_Consumption_Lhr_Status_enc,Tyre_Pressure_PSI_Status_enc,Coolant_Level_Status_enc,Battery_Voltage_V_Status_enc,Hydraulic_Pressure_bar_Status_enc,Exhaust_Temp_C_Status_enc,RPM_Status_enc,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Maintenance_Type_enc,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status_enc,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type_enc,Days_Since_Last_Maintenance,Maintenance_Team_enc,Engine_Condition_enc,Tyre_Condition_enc,Hydraulic_Condition_enc,Brake_Condition_enc,Electrical_Condition_enc,Fuel_System_Condition_enc,Transmission_Condition_enc,Cooling_System_Condition_enc,Engine_Replacement_Needed_enc,Tyre_Replacement_Needed_enc,Hydraulic_Replacement_Needed_enc,Brake_Replacement_Needed_enc,Electrical_Replacement_Needed_enc,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Failure_Type,Failure_Type_enc,Failure_Component,Failure_Component_enc,Maintenance_Priority,Maintenance_Priority_enc,Spare_Parts_Required,Prescriptive_Action,Days_to_Next_Failure,Failure
HEMM-G001,Grader,2021-03-02,4,1,0,11,85.9,5.28,1.87,37.2,85.1,0.81,24.5,180.5,333.3,1821.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1963,94,16.27,1.0269,99.6,0,2021,3,1,0,300,137,3,4792,0.3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,63.1,80.4,90.7,62.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,95,0
HEMM-SC01,Scraper,2022-02-14,5,1,2,9,97.5,4.17,2.18,43.2,82.0,0.98,23.4,167.2,353.2,1764.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8246,61,23.38,1.2358,91.6,0,2022,2,0,3,300,154,3,15157,7.9,3,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,5.0,17.5,86.7,56.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,130,0
HEMM-E002,Excavator,2021-11-28,3,0,2,17,79.6,4.76,4.5,33.6,79.3,0.95,24.9,177.9,345.9,1926.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,0,0,0,0,0,0,3350,16,16.72,2.6532,89.6,1,2021,11,6,1,200,50,0,147007,43.7,0,96,1,0,0,0,2,0,0,0,0,0,0,0,2,0,72.1,89.3,66.5,92.2,5.0,Brake Failure,0,Brakes,0,Critical,0,Brake Pads/Disc,IMMEDIATE ACTION: Stop machine. Replace Brakes. Contact maintenance team.,1,1
HEMM-D002,Dumper,2021-10-15,2,1,2,12,82.6,4.1,1.97,39.0,77.2,0.76,23.8,178.1,315.4,1892.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6885,77,20.15,1.0412,96.1,0,2021,10,4,0,250,115,3,4552,0.7,3,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,5.0,31.2,88.1,60.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,81,0
HEMM-B003,Dozer,2022-01-15,0,2,1,17,97.0,4.42,2.59,42.3,85.3,0.99,24.4,178.0,314.6,1769.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8329,29,21.95,1.4641,91.8,0,2022,1,5,3,250,171,3,20629,4.6,2,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,51.7,16.7,90.4,48.2,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,147,0
HEMM-L001,Wheel Loader,2023-10-23,6,0,2,12,102.7,4.21,1.73,37.0,88.3,0.82,23.7,178.3,323.4,1710.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10333,120,24.39,1.0117,89.7,0,2023,10,0,2,250,167,3,20567,9.2,1,83,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.9,5.0,5.0,87.8,65.4,None,6,None,6,High,1,No Parts Required,Schedule maintenance within 48 hours. Check all systems.,71,0
HEMM-D003,Dumper,2023-06-18,2,0,1,13,82.4,4.18,4.5,33.0,70.0,0.92,24.6,183.4,342.6,1827.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,-1,0,0,0,0,0,1361,77,19.71,3.4592,74.8,1,2023,6,6,1,250,139,0,63791,32.3,1,40,0,0,2,0,1,0,0,0,0,0,2,0,1,0,88.7,79.0,86.4,91.1,5.0,Tyre Burst,8,Tyres,8,Critical,0,Tyre Set,IMMEDIATE ACTION: Stop machine. Replace Tyres. Contact maintenance team.,4,1
HEMM-D004,Dumper,2023-10-19,2,1,0,2,88.2,4.44,1.62,45.5,85.7,1.0,22.0,188.9,325.9,1707.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,-1,0,0,0,10054,74,19.86,0.949,98.1,0,2023,10,3,1,250,196,0,90784,25.4,2,8,3,0,0,0,0,2,0,0,0,0,0,0,0,2,16.2,5.0,5.0,70.7,67.6,Electrical Fault,2,Electrical,2,Critical,0,Battery/Alternator,IMMEDIATE ACTION: Stop machine. Replace Electrical. Contact maintenance team.,4,1
HEMM-G002,Grader,2023-01-03,4,1,2,6,71.3,4.42,1.57,37.6,80.1,0.89,24.7,161.6,317.9,1825.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4919,14,16.13,0.8603,98.8,0,2023,1,1,0,300,181,3,3289,0.1,1,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,86.2,50.8,91.5,68.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,83,0
HEMM-L002,Wheel Loader,2023-10-22,6,0,2,13,83.2,4.14,1.94,45.0,80.2,0.99,25.0,183.6,330.8,1864.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10335,12,20.1,1.0408,97.5,0,2023,10,6,3,250,165,3,11630,4.0,0,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,75.2,5.0,92.6,61.2,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,125,0
HEMM-D004,Dumper,2023-08-23,2,0,0,1,85.0,4.68,1.06,33.0,77.3,0.75,25.0,190.1,336.7,1834.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,728,48,18.16,0.578,98.1,0,2023,8,2,0,250,22,2,7521,1.0,2,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.9,93.0,92.7,92.6,78.8,None,6,None,6,Low,2,No Parts Required,Plan PM in next 22 hours.,52,0
HEMM-B003,Dozer,2021-05-02,0,1,2,7,99.9,4.73,2.36,38.5,80.0,0.83,24.0,176.2,317.6,1703.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9163,109,21.12,1.3858,90.7,0,2021,5,6,3,250,87,3,12673,4.5,0,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,5.0,8.4,88.9,52.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,149,0
HEMM-D002,Dumper,2022-04-28,2,0,2,3,76.7,4.47,1.65,34.4,87.2,0.81,24.0,183.6,302.1,1827.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9438,120,17.16,0.9031,99.8,0,2022,4,3,3,250,62,3,18916,5.3,3,117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,5.0,5.6,88.9,67.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,173,0
HEMM-D002,Dumper,2022-12-10,2,1,2,14,85.9,3.97,1.34,41.6,81.2,0.8,24.9,194.2,324.4,1800.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10000,99,21.64,0.7444,96.6,0,2022,12,5,3,250,250,3,24519,7.6,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,5.0,5.0,92.2,73.2,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,128,0
HEMM-SC01,Scraper,2023-09-08,5,1,1,9,81.8,4.67,1.87,30.3,85.9,0.93,25.2,169.7,331.9,2042.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,883,18,17.52,0.9158,100.0,0,2023,9,4,0,300,17,1,7422,0.5,0,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6,96.8,91.2,93.3,62.6,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 300 hrs.,173,0
HEMM-E003,Excavator,2022-12-19,3,0,1,16,105.0,4.21,1.91,47.3,70.0,0.6,23.9,178.2,387.6,1655.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,-1,-1,0,0,0,0,5171,105,31.0,1.1541,70.2,1,2022,12,0,1,200,29,0,161152,34.4,1,153,0,2,1,0,0,0,0,0,1,2,1,0,0,0,56.9,5.0,48.3,88.5,61.8,Engine Overheat,3,Engine,3,Critical,0,Engine Filter/Oil,IMMEDIATE ACTION: Stop machine. Replace Engine. Contact maintenance team.,0,1
HEMM-E002,Excavator,2023-12-31,3,2,2,13,105.0,5.45,2.09,46.5,75.6,0.65,24.5,190.3,390.6,1667.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,0,0,0,0,0,0,11372,92,20.48,1.2537,83.9,1,2023,12,6,1,200,28,0,177313,19.9,3,169,1,2,0,0,0,0,0,0,0,2,0,0,0,0,5.2,5.0,5.0,90.7,58.2,Engine Overheat,3,Engine,3,Critical,0,Engine Filter/Oil,IMMEDIATE ACTION: Stop machine. Replace Engine. Contact maintenance team.,7,1
HEMM-G002,Grader,2023-02-12,4,2,0,5,82.0,4.78,2.07,30.5,79.1,0.9,24.1,178.0,334.3,1507.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7240,94,17.15,1.3736,98.6,0,2023,2,6,0,300,260,3,6973,0.1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,5.0,27.6,89.3,58.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,62,0
HEMM-D004,Dumper,2023-06-16,2,1,1,20,95.7,4.42,2.22,44.8,86.5,0.78,25.0,179.3,335.0,1733.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6224,50,21.65,1.281,93.6,0,2023,6,4,0,250,26,2,5621,0.4,3,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,37.8,37.8,92.6,55.6,None,6,None,6,Low,2,No Parts Required,Plan PM in next 26 hours.,79,0
HEMM-D002,Dumper,2022-05-03,2,1,1,3,86.2,4.22,1.92,40.1,86.1,0.94,23.8,190.4,320.1,1823.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9843,6,20.43,1.0532,98.0,0,2022,5,1,3,250,157,3,23571,5.3,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,88.2,5.0,88.1,61.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,75,0
HEMM-SC01,Scraper,2021-04-04,5,1,1,8,83.6,4.53,1.92,41.3,82.3,0.75,22.0,172.7,326.2,1823.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,-1,0,0,0,1131,14,18.45,1.0532,100.0,0,2021,4,6,1,300,69,0,121609,27.6,1,168,3,0,0,0,0,2,0,0,0,0,0,0,0,2,90.6,96.8,88.7,71.5,61.6,Electrical Fault,2,Electrical,2,Critical,0,Battery/Alternator,IMMEDIATE ACTION: Stop machine. Replace Electrical. Contact maintenance team.,2,1
HEMM-D002,Dumper,2022-10-06,2,0,1,20,77.3,4.43,2.97,37.6,86.5,0.89,25.0,169.6,335.5,1855.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10934,118,17.45,1.6011,96.7,0,2022,10,3,3,250,66,3,17063,2.3,2,160,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,5.0,5.0,92.6,40.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,129,0
HEMM-D005,Dumper,2023-03-26,2,0,1,4,83.2,4.31,1.96,43.9,89.3,0.91,24.4,172.1,342.2,1850.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10957,14,19.3,1.0595,99.0,0,2023,3,6,3,250,43,2,26788,2.0,3,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,69.3,5.0,90.4,60.8,None,6,None,6,Medium,3,No Parts Required,Plan PM in next 43 hours.,148,0
HEMM-SC01,Scraper,2022-02-26,5,0,2,12,89.3,4.91,1.64,42.7,79.2,0.99,24.0,183.6,365.8,1785.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3809,61,18.19,0.9188,96.7,0,2022,2,5,0,300,91,3,2932,0.1,2,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3,53.5,61.9,88.9,67.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,132,0
HEMM-G001,Grader,2022-08-23,4,2,0,8,87.9,4.47,2.03,38.1,84.7,0.98,25.1,170.6,366.3,1769.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8831,119,19.66,1.1475,98.3,0,2022,8,1,3,300,169,3,21310,6.9,0,146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,5.0,11.7,93.0,59.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,105,0
HEMM-SC01,Scraper,2023-10-29,5,1,0,2,78.3,5.21,2.17,34.5,88.9,0.85,24.8,178.1,311.1,1878.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5879,120,15.03,1.1555,99.5,0,2023,10,6,0,300,121,3,5521,0.6,2,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,5.0,41.2,91.9,56.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,71,0
HEMM-L001,Wheel Loader,2022-07-27,6,1,2,7,96.4,4.03,1.94,35.3,85.7,0.86,25.2,176.2,349.5,1790.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2446,112,23.92,1.0838,92.0,0,2022,7,2,0,250,54,3,2908,0.5,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6,45.2,75.5,93.3,61.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,87,0
HEMM-SC01,Scraper,2022-03-08,5,1,1,12,93.5,3.85,1.9,40.0,85.1,0.79,25.0,157.2,269.4,1901.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2525,9,24.29,0.9995,92.5,0,2022,3,1,4,300,175,3,12640,2.4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,95.5,74.8,92.6,62.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,93,0
HEMM-DR02,Drill Rig,2021-08-22,1,1,0,16,79.3,4.43,2.18,39.0,89.3,0.81,24.7,183.6,349.6,1627.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,753,39,17.9,1.3399,99.1,0,2021,8,6,0,150,147,3,7555,0.2,3,165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7,94.1,92.5,91.5,56.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,136,0
HEMM-B002,Dozer,2021-06-23,0,1,0,9,81.9,3.0,4.5,41.3,87.1,0.78,23.9,179.9,324.9,1427.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,-1,1,0,0,0,0,0,0,0,10190,54,29.78,5.0596,75.6,1,2021,6,2,1,250,60,0,177567,33.5,1,73,3,0,0,0,1,0,0,2,0,0,0,0,1,0,15.1,5.0,5.0,88.5,5.0,Transmission Failure,7,Transmission,7,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.,6,1
HEMM-DR02,Drill Rig,2021-04-01,1,1,2,7,87.6,4.26,2.55,38.2,80.3,0.8,23.8,204.5,349.1,2016.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6414,28,20.56,1.2649,95.2,0,2021,4,3,0,150,36,2,6316,1.0,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,64.1,35.9,88.1,49.0,None,6,None,6,Low,2,No Parts Required,Plan PM in next 36 hours.,73,0
HEMM-D002,Dumper,2022-09-17,2,1,2,18,88.3,4.48,1.7,33.7,79.0,0.99,25.3,189.6,299.6,1915.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5898,8,19.71,0.8877,97.0,0,2022,9,5,0,250,102,3,7465,0.5,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,90.6,41.0,93.7,66.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,146,0
HEMM-B003,Dozer,2022-06-22,0,2,2,7,90.4,4.8,1.51,37.5,79.3,0.98,24.2,189.9,315.6,1855.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,648,48,18.83,0.814,96.2,0,2022,6,2,0,250,102,3,4526,0.1,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6,93.8,93.5,89.6,69.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,64,0
HEMM-DR01,Drill Rig,2023-05-26,1,2,0,2,86.3,4.84,2.05,34.4,83.1,0.94,24.3,166.9,329.4,1741.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1989,75,17.83,1.1775,99.2,0,2023,5,4,0,150,111,3,2372,0.8,3,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,70.2,80.1,90.0,59.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,92,0
HEMM-B002,Dozer,2024-01-01,0,0,2,14,97.2,4.46,2.38,40.0,82.4,0.86,25.5,194.6,336.0,1712.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9581,97,21.79,1.3902,92.6,0,2024,1,0,3,250,169,3,17225,4.8,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,5.0,5.0,94.4,52.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,139,0
HEMM-B001,Dozer,2021-11-29,0,0,1,15,83.0,4.05,1.75,42.4,77.0,0.81,25.4,194.4,321.4,1829.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4103,21,20.49,0.9568,95.8,0,2021,11,0,0,250,147,3,5237,0.9,3,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,82.8,59.0,94.1,65.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,170,0
HEMM-B001,Dozer,2021-06-25,0,1,2,18,87.2,3.89,1.72,36.0,77.4,0.99,24.1,167.7,315.3,1595.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5046,48,22.42,1.0784,94.0,0,2021,6,4,4,250,204,3,17819,3.1,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,51.6,49.5,89.3,65.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,172,0
HEMM-B001,Dozer,2023-01-11,0,0,2,9,105.0,4.63,2.09,46.8,88.5,0.85,24.9,189.3,299.0,1821.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,0,0,0,0,0,0,10899,108,23.28,1.1477,88.3,0,2023,1,2,1,250,101,0,64360,33.7,2,103,0,1,0,0,0,0,2,0,0,1,0,0,0,0,9.2,5.0,5.0,92.2,58.2,Fuel System Failure,4,Fuel System,4,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Fuel System. Contact maintenance team.,4,1
HEMM-B001,Dozer,2022-01-02,0,0,1,15,88.8,4.29,1.75,47.0,75.6,0.8,25.1,161.9,299.6,1767.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,482,61,20.7,0.9904,94.5,0,2022,1,6,0,250,18,1,2062,0.4,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,94.1,95.2,93.0,65.0,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.,143,0
HEMM-G001,Grader,2023-09-11,4,2,1,18,91.6,4.34,1.74,40.9,80.3,0.85,24.0,178.1,328.2,1802.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3769,57,21.11,0.9656,95.2,0,2023,9,0,0,300,131,3,3674,0.4,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6,57.0,62.3,88.9,65.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,161,0
HEMM-D003,Dumper,2022-07-21,2,2,0,18,93.9,4.16,1.81,32.9,77.6,0.79,22.0,180.1,327.9,1782.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,-1,0,0,0,5345,13,22.57,1.0157,92.1,0,2022,7,3,1,250,155,0,129015,23.3,2,62,0,0,0,0,0,2,0,0,0,0,0,0,0,2,55.5,86.1,46.6,73.7,63.8,Electrical Fault,2,Electrical,2,Critical,0,Battery/Alternator,IMMEDIATE ACTION: Stop machine. Replace Electrical. Contact maintenance team.,4,1
HEMM-L001,Wheel Loader,2021-09-18,6,1,2,6,95.7,4.61,2.11,36.8,85.2,0.77,25.0,180.6,313.8,1825.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2606,116,20.76,1.1562,94.3,0,2021,9,5,0,250,144,3,3730,0.2,2,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.3,39.5,73.9,92.6,57.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,138,0
HEMM-E003,Excavator,2021-08-23,3,2,2,2,93.4,5.09,1.8,29.4,82.7,0.84,24.4,185.6,295.8,1744.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3218,92,18.35,1.0321,95.8,0,2021,8,0,0,200,182,3,3124,0.0,1,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,40.8,67.8,90.4,64.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,123,0
HEMM-B003,Dozer,2021-03-27,0,2,0,8,93.4,4.17,2.18,42.4,77.7,0.78,24.4,171.7,359.3,1825.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1196,96,22.4,1.1945,91.9,0,2021,3,5,0,250,54,3,4093,0.4,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,77.0,88.0,90.4,56.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,143,0
