Equipment_ID,Equipment_Type,Failure_Probability_%,Days_to_Failure,Alert_Level,Component,Problem_Detected,Recommended_Action,Issue_Severity
HEMM-E002,Grader,0.0,98,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-E002,Grader,0.0,98,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-E002,Grader,0.0,98,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-E002,Grader,0.0,98,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E002,Grader,0.0,98,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E002,Grader,0.0,98,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E002,Grader,0.0,98,OK,Maintenance,94 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E002,Grader,0.0,98,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E002,Grader,0.0,98,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L002,Scraper,0.4,112,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-L002,Scraper,0.4,112,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-L002,Scraper,0.4,112,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-L002,Scraper,0.4,112,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L002,Scraper,0.4,112,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L002,Scraper,0.4,112,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L002,Scraper,0.4,112,OK,Maintenance,86 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-L002,Scraper,0.4,112,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L002,Scraper,0.4,112,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D004,Dozer,0.4,122,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-D004,Dozer,0.4,122,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-D004,Dozer,0.4,122,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-D004,Dozer,0.4,122,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D004,Dozer,0.4,122,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D004,Dozer,0.4,122,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D004,Dozer,0.4,122,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D004,Dozer,0.4,122,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D004,Dozer,0.4,122,OK,Maintenance,36 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-L001,Scraper,1.2,114,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L001,Scraper,1.2,114,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L001,Scraper,1.2,114,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L001,Scraper,1.2,114,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L001,Scraper,1.2,114,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L001,Scraper,1.2,114,OK,Maintenance,32 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-D004,Dozer,0.4,105,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-D004,Dozer,0.4,105,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-D004,Dozer,0.4,105,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-D004,Dozer,0.4,105,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D004,Dozer,0.4,105,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D004,Dozer,0.4,105,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D004,Dozer,0.4,105,OK,Maintenance,52 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D004,Dozer,0.4,105,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D004,Dozer,0.4,105,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G002,Drill Rig,1.5,101,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G002,Drill Rig,1.5,101,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,1.5,101,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G002,Drill Rig,1.5,101,OK,Maintenance,113 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,1.5,101,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,1.5,101,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B001,Excavator,4.1,102,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-B001,Excavator,4.1,102,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-B001,Excavator,4.1,102,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-B001,Excavator,4.1,102,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B001,Excavator,4.1,102,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B001,Excavator,4.1,102,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B001,Excavator,4.1,102,OK,Maintenance,107 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B001,Excavator,4.1,102,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B001,Excavator,4.1,102,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B001,Excavator,0.4,116,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-B001,Excavator,0.4,116,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B001,Excavator,0.4,116,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-B001,Excavator,0.4,116,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B001,Excavator,0.4,116,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B001,Excavator,0.4,116,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B001,Excavator,0.4,116,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E002,Grader,1.6,123,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E002,Grader,1.6,123,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E002,Grader,1.6,123,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E002,Grader,1.6,123,OK,Maintenance,63 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E002,Grader,1.6,123,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E002,Grader,1.6,123,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,99.8,6,CRITICAL,Brakes,Life < 10%,REPLACE BRAKE PADS IMMEDIATELY,CRITICAL
HEMM-DR02,Dumper,99.8,6,CRITICAL,Brakes,Replacement flag set,REPLACE BRAKE SYSTEM,CRITICAL
HEMM-DR02,Dumper,99.8,6,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,99.8,6,CRITICAL,Drivetrain,Vibration above normal,"Inspect bearings, mounts, driveshaft",HIGH
HEMM-DR02,Dumper,99.8,6,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,99.8,6,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,99.8,6,CRITICAL,Maintenance,122 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,99.8,6,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,99.8,6,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,0.5,95,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-E001,Grader,0.5,95,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-E001,Grader,0.5,95,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-E001,Grader,0.5,95,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,0.5,95,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,0.5,95,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,0.5,95,OK,Maintenance,88 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E001,Grader,0.5,95,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,0.5,95,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-SC01,Wheel Loader,0.4,71,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-SC01,Wheel Loader,0.4,71,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-SC01,Wheel Loader,0.4,71,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-SC01,Wheel Loader,0.4,71,OK,Maintenance,74 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-SC01,Wheel Loader,0.4,71,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-SC01,Wheel Loader,0.4,71,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E002,Grader,0.0,85,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E002,Grader,0.0,85,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E002,Grader,0.0,85,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E002,Grader,0.0,85,OK,Maintenance,130 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E002,Grader,0.0,85,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E002,Grader,0.0,85,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L001,Scraper,0.0,89,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L001,Scraper,0.0,89,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L001,Scraper,0.0,89,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L001,Scraper,0.0,89,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L001,Scraper,0.0,89,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L001,Scraper,0.0,89,OK,Maintenance,44 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-D003,Dozer,99.4,1,CRITICAL,Brakes,Life < 25%,Schedule brake replacement within 1 week,HIGH
HEMM-D003,Dozer,99.4,1,CRITICAL,Tyres,Life < 30%,Schedule tyre replacement,HIGH
HEMM-D003,Dozer,99.4,1,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D003,Dozer,99.4,1,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D003,Dozer,99.4,1,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D003,Dozer,99.4,1,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E002,Grader,0.4,89,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E002,Grader,0.4,89,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E002,Grader,0.4,89,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E002,Grader,0.4,89,OK,Maintenance,69 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E002,Grader,0.4,89,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E002,Grader,0.4,89,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B001,Excavator,99.7,4,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B001,Excavator,99.7,4,CRITICAL,Tyres,Life < 30%,Schedule tyre replacement,HIGH
HEMM-B001,Excavator,99.7,4,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B001,Excavator,99.7,4,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B001,Excavator,99.7,4,CRITICAL,Maintenance,96 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B001,Excavator,99.7,4,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B001,Excavator,99.7,4,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.0,98,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.0,98,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.0,98,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.0,98,OK,Maintenance,107 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,0.0,98,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.0,98,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,0.3,82,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,0.3,82,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,0.3,82,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,0.3,82,OK,Maintenance,93 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,0.3,82,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.3,82,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,98.1,4,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,98.1,4,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,98.1,4,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,98.1,4,CRITICAL,Maintenance,162 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E001,Grader,98.1,4,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,98.1,4,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B003,Excavator,99.4,10,CRITICAL,Engine,Temperature above normal,Inspect cooling system and coolant level,HIGH
HEMM-B003,Excavator,99.4,10,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B003,Excavator,99.4,10,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B003,Excavator,99.4,10,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B003,Excavator,99.4,10,CRITICAL,Maintenance,171 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B003,Excavator,99.4,10,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B003,Excavator,99.4,10,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Brakes,Life < 10%,REPLACE BRAKE PADS IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Brakes,Replacement flag set,REPLACE BRAKE SYSTEM,CRITICAL
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Drivetrain,Vibration above normal,"Inspect bearings, mounts, driveshaft",HIGH
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Maintenance,63 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,99.3,6,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.0,137,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,0.0,137,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-B002,Excavator,0.0,137,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,0.0,137,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.0,137,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.0,137,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.0,137,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.0,137,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.0,137,OK,Maintenance,39 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-DR02,Dumper,0.3,100,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-DR02,Dumper,0.3,100,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-DR02,Dumper,0.3,100,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-DR02,Dumper,0.3,100,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,0.3,100,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,0.3,100,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,0.3,100,OK,Maintenance,136 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,0.3,100,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.3,100,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,92.1,5,CRITICAL,Engine,Replacement flag set,REPLACE ENGINE — flagged by inspection,CRITICAL
HEMM-B002,Excavator,92.1,5,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,92.1,5,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,92.1,5,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,92.1,5,CRITICAL,Maintenance,108 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,92.1,5,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,92.1,5,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D002,Dozer,2.5,118,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D002,Dozer,2.5,118,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D002,Dozer,2.5,118,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D002,Dozer,2.5,118,OK,Maintenance,59 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D002,Dozer,2.5,118,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D002,Dozer,2.5,118,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G001,Drill Rig,0.1,99,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G001,Drill Rig,0.1,99,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G001,Drill Rig,0.1,99,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-G001,Drill Rig,0.1,99,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G001,Drill Rig,0.1,99,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G001,Drill Rig,0.1,99,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G001,Drill Rig,0.1,99,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G001,Drill Rig,0.1,99,OK,Maintenance,36 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-G002,Drill Rig,99.5,3,CRITICAL,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,99.5,3,CRITICAL,Brakes,Life < 25%,Schedule brake replacement within 1 week,HIGH
HEMM-G002,Drill Rig,99.5,3,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,99.5,3,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G002,Drill Rig,99.5,3,CRITICAL,Maintenance,110 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,99.5,3,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,99.5,3,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E002,Grader,0.2,89,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-E002,Grader,0.2,89,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-E002,Grader,0.2,89,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-E002,Grader,0.2,89,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E002,Grader,0.2,89,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E002,Grader,0.2,89,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E002,Grader,0.2,89,OK,Maintenance,106 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E002,Grader,0.2,89,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E002,Grader,0.2,89,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,0.2,97,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,0.2,97,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,0.2,97,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,0.2,97,OK,Maintenance,105 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,0.2,97,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.2,97,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-SC01,Wheel Loader,1.0,77,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-SC01,Wheel Loader,1.0,77,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-SC01,Wheel Loader,1.0,77,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-SC01,Wheel Loader,1.0,77,OK,Maintenance,118 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-SC01,Wheel Loader,1.0,77,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-SC01,Wheel Loader,1.0,77,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-SC01,Wheel Loader,0.0,112,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-SC01,Wheel Loader,0.0,112,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-SC01,Wheel Loader,0.0,112,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-SC01,Wheel Loader,0.0,112,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-SC01,Wheel Loader,0.0,112,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-SC01,Wheel Loader,0.0,112,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-SC01,Wheel Loader,0.0,112,OK,Maintenance,133 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-SC01,Wheel Loader,0.0,112,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-SC01,Wheel Loader,0.0,112,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D001,Dozer,0.5,107,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-D001,Dozer,0.5,107,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-D001,Dozer,0.5,107,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D001,Dozer,0.5,107,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D001,Dozer,0.5,107,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D001,Dozer,0.5,107,OK,Maintenance,175 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D001,Dozer,0.5,107,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D001,Dozer,0.5,107,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
