Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
HEMM-D004,Dumper,2022-04-21,2,0,2,16,79.2,4.84,2.44,35.9,78.2,0.83,24.9,170.1,330.6,1773.0,5788,11,16.36,1.3762,97.2,0,2022,4,3,None,None,Low,156,0
HEMM-L002,Wheel Loader,2023-11-07,6,0,0,10,79.5,4.17,1.58,35.1,83.2,0.86,24.4,186.1,352.4,1755.0,5488,54,19.06,0.9003,98.4,0,2023,11,1,None,None,Low,89,0
HEMM-D005,Dumper,2021-03-27,2,2,0,7,93.6,4.45,2.27,34.8,83.9,0.9,24.3,198.4,338.3,1867.0,7253,71,21.03,1.2159,94.6,0,2021,3,5,None,None,Low,149,0
HEMM-B003,Dozer,2021-07-23,0,0,0,10,81.9,4.36,2.07,44.8,81.8,0.83,25.3,171.9,326.8,1842.0,2913,20,18.78,1.1238,99.0,0,2021,7,4,None,None,Low,161,0
HEMM-DR02,Drill Rig,2022-04-04,1,1,1,10,77.7,4.48,2.17,36.2,89.7,0.8,25.0,181.7,323.1,1887.0,4450,82,17.34,1.15,99.4,0,2022,4,0,None,None,Low,103,0
HEMM-B001,Dozer,2021-10-16,0,1,2,7,85.4,3.89,2.74,47.1,87.1,0.91,23.9,184.6,332.7,1691.0,9246,112,21.95,1.6203,94.5,0,2021,10,5,None,None,Medium,172,0
HEMM-D001,Dumper,2021-03-23,2,2,0,18,84.9,3.86,2.01,38.3,83.0,0.91,24.2,187.0,304.7,1798.0,3397,5,21.99,1.1179,96.8,0,2021,3,1,None,None,Low,176,0
HEMM-D001,Dumper,2023-01-27,2,1,2,10,78.0,4.32,1.61,40.4,79.6,0.76,24.0,186.6,312.8,1578.0,9557,59,18.06,1.0203,98.1,0,2023,1,4,None,None,Medium,143,0
HEMM-D005,Dumper,2023-07-19,2,0,1,4,90.7,4.12,1.91,40.0,80.6,0.82,24.4,192.6,322.7,1879.0,11935,95,22.01,1.0165,94.7,0,2023,7,2,None,None,Medium,54,0
HEMM-DR01,Drill Rig,2023-10-08,1,0,2,3,73.4,4.54,1.26,40.2,77.8,0.78,24.1,185.6,302.4,1614.0,2441,40,16.17,0.7807,98.3,0,2023,10,6,None,None,Low,71,0
HEMM-G001,Grader,2021-06-11,4,2,1,8,80.2,5.03,1.86,33.3,82.9,0.76,24.1,184.0,331.1,1791.0,1418,46,15.94,1.0385,100.0,0,2021,6,4,None,None,Low,165,0
HEMM-B001,Dozer,2023-07-18,0,2,1,17,73.0,4.64,2.19,43.4,80.7,0.76,24.2,186.3,318.8,1616.0,11211,104,15.73,1.3552,98.9,0,2023,7,1,None,None,Medium,122,0
HEMM-B003,Dozer,2021-03-20,0,0,2,4,107.1,5.01,1.6,35.4,79.9,0.88,25.2,187.1,325.0,1795.0,11752,106,21.38,0.8914,88.1,0,2021,3,5,None,None,High,107,0
HEMM-SC01,Scraper,2021-03-14,5,2,2,1,85.2,4.2,2.43,35.4,82.5,0.82,24.8,196.8,358.5,1769.0,4229,22,20.29,1.3737,97.1,0,2021,3,6,None,None,Low,107,0
HEMM-E003,Excavator,2022-02-05,3,0,1,16,78.7,3.87,1.28,40.2,78.3,0.82,24.4,180.8,307.9,1725.0,2681,67,20.34,0.742,95.4,0,2022,2,5,None,None,Low,111,0
HEMM-B002,Dozer,2021-09-27,0,1,2,3,90.0,4.3,1.79,37.7,82.4,0.83,25.0,181.0,320.8,1995.0,8659,114,20.93,0.8972,96.5,0,2021,9,0,None,None,Medium,30,0
HEMM-D001,Dumper,2023-06-09,2,1,1,16,81.1,5.06,1.11,37.6,80.9,0.88,24.5,180.2,327.1,1866.0,9337,83,16.03,0.5949,99.6,0,2023,6,4,None,None,Medium,161,0
HEMM-D002,Dumper,2023-05-07,2,2,2,9,83.2,4.8,1.6,39.7,81.2,0.88,24.3,187.0,316.4,1814.0,10249,53,17.33,0.882,99.7,0,2023,5,6,None,None,Medium,97,0
HEMM-G001,Grader,2023-09-19,4,2,1,6,90.9,4.3,2.04,42.6,79.2,0.9,25.3,167.9,271.2,1716.0,5116,112,21.14,1.1888,94.8,0,2023,9,1,None,None,Low,76,0
HEMM-L001,Wheel Loader,2023-10-01,6,2,2,13,81.4,5.03,1.64,44.7,75.5,0.91,24.7,154.5,316.3,1976.0,9995,50,16.18,0.83,97.4,0,2023,10,6,None,None,Medium,173,0
HEMM-D004,Dumper,2022-03-25,2,1,0,10,80.4,4.96,1.93,36.3,83.0,0.92,23.5,171.7,336.3,1682.0,7074,62,16.21,1.1474,100.0,0,2022,3,4,None,None,Low,47,0
HEMM-DR01,Drill Rig,2021-08-26,1,1,1,15,76.2,3.82,1.42,24.8,80.5,0.96,23.6,176.8,330.4,1840.0,5424,89,19.95,0.7717,96.0,0,2021,8,3,None,None,Low,138,0
HEMM-G002,Grader,2021-09-20,4,0,2,16,77.3,4.15,1.99,41.7,80.7,0.97,24.2,195.9,295.0,1718.0,10047,57,18.63,1.1583,97.7,0,2021,9,0,None,None,Medium,50,0
HEMM-B002,Dozer,2022-07-03,0,2,2,7,80.4,4.96,2.64,42.0,82.1,0.88,24.5,182.8,318.4,1698.0,6901,12,16.21,1.5548,98.1,0,2022,7,6,None,None,Low,41,0
HEMM-B001,Dozer,2022-10-13,0,0,0,13,92.0,4.08,2.27,40.7,86.8,0.91,24.1,179.1,330.8,2137.0,7440,59,22.55,1.0622,93.6,0,2022,10,3,None,None,Low,133,0
HEMM-D002,Dumper,2022-07-04,2,0,1,8,82.5,4.59,1.96,31.5,80.8,0.88,24.5,174.7,285.4,1915.0,5767,86,17.97,1.0235,99.5,0,2022,7,0,None,None,Low,172,0
HEMM-DR01,Drill Rig,2022-03-30,1,2,2,6,82.8,2.63,2.04,33.7,83.8,0.86,24.3,128.2,346.4,1688.0,8982,31,31.48,1.2085,90.5,1,2022,3,2,Hydraulic Failure,Hydraulics,Critical,5,1
HEMM-SC01,Scraper,2021-02-10,5,2,2,1,78.7,3.89,2.18,27.6,77.5,0.76,24.0,180.3,323.4,1920.0,6412,16,20.23,1.1354,94.6,0,2021,2,2,None,None,Low,155,0
HEMM-G001,Grader,2021-05-10,4,2,0,2,85.35,4.34,1.68,37.6,78.1,0.76,25.0,179.6,338.5,1898.0,8697,31,19.67,0.8851,97.5,0,2021,5,0,None,None,Medium,172,0
HEMM-E001,Excavator,2023-03-22,3,2,1,8,77.1,4.78,1.91,42.1,81.8,0.83,24.5,164.5,290.6,1956.0,4954,107,16.13,0.9765,99.9,0,2023,3,2,None,None,Low,179,0
HEMM-B003,Dozer,2023-04-27,0,1,1,18,89.4,4.76,2.53,32.7,90.6,0.92,24.9,191.2,323.9,1879.0,4274,6,18.78,1.3465,96.2,0,2023,4,3,None,None,Low,131,0
HEMM-L002,Wheel Loader,2021-07-29,6,2,1,13,86.7,4.88,1.55,32.5,83.7,0.79,25.5,186.0,318.3,1850.0,8144,10,17.77,0.8378,99.2,0,2021,7,3,None,None,Medium,144,0
HEMM-D001,Dumper,2022-04-17,2,2,2,8,87.3,3.83,5.81,39.8,77.3,0.82,25.4,191.8,315.9,1321.0,753,39,22.79,4.3982,82.2,1,2022,4,6,Transmission Failure,Transmission,Critical,6,1
HEMM-D005,Dumper,2022-07-07,2,1,2,3,91.3,4.42,2.3,46.8,79.7,0.92,23.8,162.0,295.6,1730.0,1410,69,20.66,1.3295,94.6,0,2022,7,3,None,None,Low,115,0
HEMM-DR01,Drill Rig,2021-02-11,1,1,1,18,88.2,4.02,1.48,25.5,85.7,0.77,24.4,185.5,329.4,1793.0,10110,24,21.94,0.8254,96.0,0,2021,2,3,None,None,Medium,130,0
HEMM-G002,Grader,2022-02-02,4,2,2,10,90.4,4.74,2.04,37.5,80.4,0.89,24.4,193.8,309.8,1955.0,5503,59,19.07,1.0435,96.5,0,2022,2,2,None,None,Low,67,0
HEMM-B002,Dozer,2022-07-16,0,0,2,7,80.0,4.87,2.02,33.4,87.7,0.99,24.6,181.3,307.8,1812.0,1833,38,16.43,1.1148,99.9,0,2022,7,5,None,None,Low,44,0
HEMM-G002,Grader,2022-08-20,4,0,2,3,87.0,5.03,1.28,42.1,87.5,0.93,25.3,174.9,316.2,1780.0,3841,57,17.3,0.7191,99.0,0,2022,8,5,None,None,Low,53,0
HEMM-B002,Dozer,2023-12-29,0,2,0,8,83.7,5.35,2.29,34.2,78.7,0.8,23.9,176.7,355.3,2011.0,6465,7,15.64,1.1387,97.8,0,2023,12,4,None,None,Low,74,0
HEMM-G001,Grader,2021-08-10,4,0,0,8,75.9,4.47,2.38,33.5,80.7,0.79,24.5,188.2,311.9,1821.0,9667,8,16.98,1.307,98.2,0,2021,8,1,None,None,Medium,155,0
HEMM-DR02,Drill Rig,2023-01-28,1,0,0,19,83.2,4.69,2.26,38.6,81.0,0.84,24.6,184.6,322.5,1795.0,1985,87,17.74,1.2591,98.8,0,2023,1,5,None,None,Low,46,0
HEMM-D003,Dumper,2021-07-15,2,2,0,6,82.4,4.04,1.69,33.5,90.4,0.98,26.0,158.2,347.4,1761.0,3602,115,20.4,0.9597,97.7,0,2021,7,3,None,None,Low,115,0
HEMM-D003,Dumper,2021-10-17,2,0,2,20,90.3,4.33,2.63,46.4,88.0,0.83,24.9,183.9,306.9,1779.0,7958,71,20.85,1.4784,94.6,0,2021,10,6,None,None,Low,96,0
HEMM-E003,Excavator,2021-05-01,3,0,2,9,79.3,5.36,2.12,35.9,77.6,0.98,25.2,177.4,313.9,1866.0,6947,44,14.79,1.1361,97.9,0,2021,5,5,None,None,Low,73,0
HEMM-D005,Dumper,2021-03-16,2,0,1,19,87.7,5.0,1.92,45.6,77.2,0.8,24.6,162.2,280.7,1735.0,10009,57,17.54,1.1066,96.7,0,2021,3,1,None,None,Medium,139,0
HEMM-E002,Excavator,2023-09-28,3,2,1,16,81.8,3.77,1.51,31.3,77.8,0.8,24.7,169.3,320.4,1884.0,5328,88,21.7,0.8015,94.7,0,2023,9,3,None,None,Low,154,0
HEMM-L001,Wheel Loader,2023-11-20,6,2,2,3,126.9,4.41,2.49,38.2,80.2,0.61,24.6,187.7,376.9,1869.0,1921,59,28.78,1.3323,76.4,1,2023,11,0,Engine Overheat,Engine,Critical,2,1
HEMM-E001,Excavator,2023-12-01,3,2,0,4,87.0,5.27,1.95,33.2,80.9,0.87,23.8,181.1,297.5,1770.0,2922,30,16.51,1.1017,98.6,0,2023,12,4,None,None,Low,50,0
HEMM-D004,Dumper,2021-03-21,2,0,2,16,96.1,4.54,2.75,37.8,77.0,0.98,24.5,190.9,307.1,1770.0,2997,85,21.17,1.5537,90.2,0,2021,3,6,None,None,Low,94,0
HEMM-SC01,Scraper,2023-05-07,5,0,0,1,91.2,4.46,2.14,31.8,75.0,0.86,24.6,185.0,305.6,1742.0,5061,20,20.45,1.2285,93.5,0,2023,5,6,None,None,Low,42,0
HEMM-B001,Dozer,2023-12-07,0,0,2,20,72.8,3.89,5.03,34.6,75.9,0.86,23.6,183.0,339.6,1915.0,6288,77,18.71,2.6266,85.4,1,2023,12,3,Brake Failure,Brakes,Critical,4,1
HEMM-G001,Grader,2023-11-30,4,2,1,9,81.8,3.9,1.7,41.8,92.3,0.87,24.1,175.9,330.9,1835.0,7935,64,20.97,0.9264,97.0,0,2023,11,3,None,None,Low,78,0
HEMM-D005,Dumper,2021-12-03,2,2,0,16,90.1,5.18,5.11,33.0,41.0,0.95,23.4,165.6,310.7,2013.0,360,45,17.39,2.5385,71.7,1,2021,12,4,Tyre Burst,Tyres,Critical,7,1
HEMM-D001,Dumper,2022-10-01,2,2,1,7,85.9,4.83,2.11,40.2,80.2,0.82,24.6,184.4,344.8,1832.0,3464,93,17.78,1.1517,98.5,0,2022,10,5,None,None,Low,136,0
HEMM-B003,Dozer,2021-07-13,0,1,1,20,82.8,5.01,1.29,45.9,82.2,0.76,24.1,175.5,284.7,1843.0,7879,81,16.53,0.6999,100.0,0,2021,7,1,Fuel System Failure,Fuel System,Critical,3,1
HEMM-D001,Dumper,2022-01-30,2,0,2,10,85.2,4.68,2.73,43.4,84.1,0.86,25.6,188.6,285.4,1862.0,7182,79,18.21,1.4662,97.7,0,2022,1,6,None,None,Low,121,0
HEMM-G002,Grader,2022-06-06,4,2,1,18,82.2,5.18,5.71,35.8,57.3,0.87,24.6,185.5,327.6,1789.0,10711,89,15.87,3.1917,79.0,1,2022,6,0,Tyre Burst,Tyres,Critical,2,1
HEMM-E002,Excavator,2022-07-28,3,1,1,9,84.8,4.83,2.4,40.3,80.4,0.82,24.5,194.6,305.3,1944.0,9435,18,17.56,1.2346,98.2,0,2022,7,3,None,None,Medium,156,0
HEMM-G002,Grader,2022-11-08,4,2,2,19,85.3,4.56,2.79,32.8,82.2,1.0,24.0,187.8,301.4,1993.0,10108,40,18.71,1.3999,97.5,0,2022,11,1,None,None,Medium,104,0
HEMM-L001,Wheel Loader,2022-03-05,6,1,1,1,78.4,4.29,1.92,43.0,78.0,0.91,25.2,173.0,303.9,1619.0,3998,32,18.28,1.1859,97.4,0,2022,3,5,None,None,Low,42,0
HEMM-D005,Dumper,2021-10-21,2,1,1,16,73.9,3.86,2.82,35.4,81.3,0.82,23.9,176.2,325.2,1823.0,204,46,19.15,1.5469,94.1,0,2021,10,3,None,None,Low,179,0
HEMM-D002,Dumper,2021-10-08,2,2,0,15,88.2,4.86,1.29,41.9,86.6,0.87,24.1,182.1,322.3,1901.0,7169,90,18.15,0.6786,98.4,0,2021,10,4,None,None,Low,134,0
HEMM-L002,Wheel Loader,2021-08-29,6,1,0,18,77.1,4.09,1.78,35.9,87.7,0.94,24.0,174.8,330.7,1676.0,6642,53,18.85,1.0621,98.0,0,2021,8,6,None,None,Low,62,0
HEMM-G001,Grader,2022-10-01,4,2,2,11,81.3,4.5,1.91,31.7,81.8,0.87,25.0,177.9,299.3,1837.0,8894,15,18.07,1.0397,99.9,0,2022,10,5,None,None,Medium,88,0
HEMM-E001,Excavator,2022-07-23,3,2,0,5,78.8,4.09,2.29,31.8,78.8,0.88,24.6,181.9,338.8,1862.0,7363,76,19.27,1.2299,95.8,0,2022,7,5,None,None,Low,80,0
HEMM-B001,Dozer,2021-09-04,0,2,1,14,133.6,4.57,2.21,38.7,79.8,0.54,23.5,180.0,349.7,2089.0,10883,49,29.23,1.0579,74.2,1,2021,9,5,Cooling System Failure,Cooling System,Critical,5,1
HEMM-G001,Grader,2023-05-19,4,1,1,20,91.1,5.17,2.69,28.6,85.4,0.83,25.3,177.8,323.4,1635.0,9371,117,17.62,1.6453,94.9,0,2023,5,4,None,None,Medium,90,0
HEMM-E001,Excavator,2021-01-22,3,1,1,15,101.3,4.25,1.34,58.8,80.6,0.94,23.7,186.3,323.6,1852.0,6114,72,23.84,0.7235,90.0,0,2021,1,4,Fuel System Failure,Fuel System,Critical,4,1
HEMM-D004,Dumper,2023-01-26,2,0,0,17,115.7,3.97,2.08,40.7,81.2,0.46,24.5,179.4,343.9,1903.0,412,82,29.14,1.093,81.4,1,2023,1,3,Cooling System Failure,Cooling System,Critical,4,1
HEMM-G002,Grader,2021-03-31,4,2,1,9,89.5,5.01,1.82,38.4,81.1,0.91,24.6,182.6,296.1,1900.0,4692,85,17.86,0.9579,97.4,0,2021,3,2,None,None,Low,137,0
HEMM-D001,Dumper,2023-08-23,2,2,0,15,81.2,5.12,2.28,40.0,78.8,0.78,23.6,184.9,313.5,1931.0,8233,27,15.86,1.1807,97.9,0,2023,8,2,None,None,Medium,38,0
HEMM-SC01,Scraper,2021-08-01,5,1,2,12,72.9,2.61,2.59,36.1,78.8,0.8,23.7,124.2,340.2,1719.0,672,83,27.93,1.5067,87.5,1,2021,8,6,Hydraulic Failure,Hydraulics,Critical,2,1
HEMM-D003,Dumper,2023-05-10,2,1,2,2,81.1,4.33,2.81,44.8,80.9,0.88,19.5,180.2,325.0,1800.0,7464,86,18.73,1.5611,96.3,0,2023,5,2,Electrical Fault,Electrical,Critical,1,1
HEMM-E002,Excavator,2021-02-04,3,0,2,11,85.2,4.41,1.41,39.4,83.2,0.97,24.5,186.9,297.5,1961.0,11821,26,19.32,0.719,99.4,0,2021,2,3,None,None,Medium,48,0
HEMM-G001,Grader,2023-11-24,4,1,2,13,84.9,4.54,2.55,38.9,92.5,0.82,25.2,186.6,318.9,1795.0,7021,112,18.7,1.4206,98.4,0,2023,11,4,None,None,Low,40,0
HEMM-D003,Dumper,2022-01-31,2,2,1,5,94.6,4.51,2.13,31.8,85.7,0.83,25.1,169.6,357.1,1524.0,4568,15,20.98,1.3976,94.8,0,2022,1,0,None,None,Low,45,0
HEMM-B001,Dozer,2022-02-11,0,2,2,17,83.1,4.56,2.13,45.3,77.1,0.85,25.1,181.8,320.0,1648.0,6905,27,18.22,1.2925,97.6,0,2022,2,4,None,None,Low,140,0
HEMM-D001,Dumper,2022-09-30,2,0,0,18,84.6,4.81,2.44,34.5,79.2,0.86,24.4,175.1,317.3,1560.0,5945,20,17.59,1.5641,97.6,0,2022,9,4,None,None,Low,87,0
HEMM-D003,Dumper,2023-08-07,2,1,2,4,101.7,4.66,2.74,47.3,75.6,0.6,24.5,184.4,354.4,1719.0,1683,28,21.82,1.5939,86.9,0,2023,8,0,Engine Overheat,Engine,Critical,5,1
HEMM-E001,Excavator,2021-01-22,3,1,2,12,74.4,4.28,1.74,40.5,77.8,0.87,24.9,169.5,323.9,1614.0,7742,15,17.38,1.0781,97.2,0,2021,1,4,None,None,Low,80,0
HEMM-B002,Dozer,2022-01-27,0,2,0,5,96.0,4.15,2.08,50.6,78.9,0.81,23.9,168.2,309.5,1728.0,5287,11,23.13,1.2037,91.3,0,2022,1,3,None,None,Low,32,0
HEMM-E001,Excavator,2022-07-26,3,1,1,19,78.7,4.84,2.45,36.0,84.0,0.94,24.6,179.3,305.7,1893.0,5369,57,16.26,1.2942,98.6,0,2022,7,1,None,None,Low,69,0
HEMM-B001,Dozer,2022-02-13,0,1,0,10,67.2,4.44,2.38,32.1,83.7,0.79,24.7,174.5,334.6,1889.0,4449,94,15.14,1.2599,98.6,0,2022,2,6,None,None,Low,53,0
HEMM-L001,Wheel Loader,2022-12-29,6,2,2,12,83.7,4.88,2.24,40.1,89.7,0.99,24.3,182.8,278.3,1934.0,5915,103,17.15,1.1582,99.3,0,2022,12,3,None,None,Low,116,0
HEMM-E001,Excavator,2021-03-17,3,2,2,13,84.2,4.29,1.67,35.9,88.1,0.84,24.0,198.0,351.0,1884.0,2751,73,19.63,0.8864,99.0,0,2021,3,2,None,None,Low,89,0
HEMM-DR01,Drill Rig,2022-12-12,1,2,2,10,104.7,4.76,1.76,47.4,82.1,0.89,24.5,165.0,306.5,1902.0,3598,48,22.0,0.9253,90.2,0,2022,12,0,None,None,High,150,0
HEMM-SC01,Scraper,2022-07-05,5,1,1,17,79.0,4.33,1.52,37.4,76.0,0.93,24.4,180.5,311.1,1838.0,3652,38,18.24,0.827,96.8,0,2022,7,1,None,None,Low,46,0
HEMM-D002,Dumper,2021-08-25,2,2,0,6,91.6,4.33,2.57,35.3,81.2,0.85,24.3,173.3,364.6,1812.0,7985,22,21.15,1.4183,93.8,0,2021,8,2,None,None,Low,174,0
HEMM-G001,Grader,2023-02-13,4,2,2,19,140.2,4.8,1.92,49.6,82.1,0.6,24.4,158.0,383.5,1777.0,754,46,29.21,1.0805,72.4,1,2023,2,0,Engine Overheat,Engine,Critical,5,1
HEMM-E001,Excavator,2023-05-14,3,0,1,11,90.4,3.86,1.9,37.7,85.4,0.85,24.0,161.4,305.8,1986.0,5716,87,23.42,0.9567,94.1,0,2023,5,6,None,None,Low,67,0
HEMM-G001,Grader,2022-09-20,4,1,1,15,88.9,4.59,2.28,42.4,75.0,0.96,24.1,178.9,337.9,1808.0,9158,28,19.37,1.2611,94.4,0,2022,9,1,None,None,Medium,166,0
HEMM-DR02,Drill Rig,2023-06-10,1,2,1,13,96.2,4.53,2.34,28.7,82.1,0.83,24.4,194.0,270.7,1610.0,7959,111,21.24,1.4534,93.4,0,2023,6,5,None,None,Low,104,0
HEMM-G001,Grader,2022-11-23,4,0,1,13,91.6,5.16,1.74,40.3,82.6,0.96,24.8,188.2,302.5,1751.0,5118,10,17.75,0.9937,96.7,0,2022,11,2,None,None,Low,45,0
HEMM-L002,Wheel Loader,2021-08-09,6,0,0,14,95.8,3.94,1.94,35.8,80.0,0.87,24.3,177.9,323.7,1940.0,4613,78,24.31,1.0,91.0,0,2021,8,0,None,None,Low,168,0
HEMM-E001,Excavator,2023-11-15,3,1,2,10,85.35,4.66,2.56,27.6,85.2,0.84,23.7,186.6,343.9,1744.0,9978,94,18.32,1.4679,98.1,0,2023,11,2,None,None,Medium,116,0
HEMM-D005,Dumper,2021-09-24,2,2,0,11,81.6,4.11,1.64,35.1,78.1,0.76,23.8,193.5,335.7,1985.0,1081,16,19.85,0.8262,96.5,0,2021,9,4,None,None,Low,73,0
HEMM-D005,Dumper,2022-12-10,2,0,1,13,75.0,4.74,1.28,33.1,92.0,0.98,24.3,174.0,311.0,1698.0,2908,63,15.82,0.7538,100.0,0,2022,12,5,None,None,Low,122,0
HEMM-E002,Excavator,2021-12-19,3,0,1,10,84.7,4.88,2.41,35.9,83.3,0.91,25.0,172.1,335.5,1690.0,1516,28,17.36,1.426,98.8,0,2021,12,6,None,None,Low,149,0
HEMM-DR01,Drill Rig,2021-07-04,1,2,2,8,86.0,4.09,1.5,39.3,83.9,0.9,24.2,163.2,367.7,1869.0,2725,92,21.03,0.8026,97.4,0,2021,7,6,None,None,Low,82,0
HEMM-G001,Grader,2021-01-11,4,0,0,6,88.5,4.95,1.74,46.5,78.7,0.9,25.3,174.7,316.2,1759.0,5847,17,17.88,0.9892,96.9,0,2021,1,0,None,None,Low,169,0
HEMM-G002,Grader,2022-03-12,4,0,1,13,70.9,4.54,1.83,40.3,85.2,0.97,23.5,161.9,290.9,1624.0,7793,95,15.62,1.1268,100.0,0,2022,3,5,None,None,Low,172,0
HEMM-D004,Dumper,2023-03-05,2,1,0,11,91.1,4.41,1.62,42.2,75.0,0.83,23.8,194.1,327.1,1896.0,2387,56,20.66,0.8544,93.7,0,2023,3,6,None,None,Low,30,0
HEMM-DR01,Drill Rig,2023-03-18,1,2,2,3,76.4,3.99,1.68,33.9,84.3,0.81,24.3,172.5,339.8,1876.0,5883,67,19.15,0.8955,97.4,0,2023,3,5,None,None,Low,137,0
HEMM-D001,Dumper,2022-03-31,2,2,0,6,80.4,4.88,1.07,45.9,84.8,0.99,24.2,188.5,339.7,1878.0,4052,52,16.48,0.5698,100.0,0,2022,3,3,None,None,Low,33,0
HEMM-D001,Dumper,2023-03-27,2,1,1,8,83.1,3.57,6.57,33.1,89.0,0.77,24.0,184.9,316.5,1324.0,2462,68,23.28,4.9622,81.6,1,2023,3,0,Transmission Failure,Transmission,Critical,4,1
HEMM-D003,Dumper,2022-11-27,2,0,0,6,91.1,4.56,1.35,35.1,78.6,0.88,24.3,182.6,328.6,1780.0,7174,24,19.98,0.7584,95.6,0,2022,11,6,None,None,Low,159,0
HEMM-L001,Wheel Loader,2021-03-13,6,0,0,14,86.1,5.17,1.71,33.2,90.4,0.99,25.1,176.4,328.8,1772.0,3141,25,16.65,0.965,99.4,0,2021,3,5,None,None,Low,176,0
HEMM-D004,Dumper,2023-08-11,2,1,1,12,82.3,4.14,1.71,44.7,79.5,0.93,24.3,175.0,306.0,1755.0,11440,98,19.88,0.9744,97.2,0,2023,8,4,None,None,Medium,122,0
HEMM-G002,Grader,2021-01-26,4,1,2,11,75.3,3.92,2.46,34.9,85.6,0.78,23.8,191.4,317.0,1726.0,2309,78,19.21,1.4253,95.7,0,2021,1,1,None,None,Low,48,0
HEMM-DR02,Drill Rig,2021-01-24,1,0,1,13,81.7,4.79,1.9,30.8,83.4,0.78,25.9,190.8,343.0,1654.0,7121,103,17.06,1.1487,100.0,0,2021,1,6,None,None,Low,138,0
HEMM-B001,Dozer,2021-08-26,0,2,0,15,86.2,4.04,2.17,33.7,76.0,0.94,23.7,197.8,319.9,2059.0,8425,52,21.34,1.0539,94.2,0,2021,8,3,None,None,Medium,174,0
HEMM-SC01,Scraper,2023-01-18,5,1,0,6,86.2,5.13,2.58,43.9,74.5,0.77,23.9,162.2,321.0,1926.0,7147,73,16.8,1.3396,94.7,0,2023,1,2,None,None,Low,134,0
HEMM-D003,Dumper,2021-11-04,2,1,0,11,81.5,4.55,1.74,41.4,80.2,0.88,24.4,158.2,319.5,1834.0,11792,80,17.91,0.9487,99.3,0,2021,11,3,None,None,Medium,78,0
HEMM-DR02,Drill Rig,2023-06-10,1,1,1,15,82.4,4.25,2.18,46.2,77.6,0.96,24.8,188.9,302.6,1768.0,4815,10,19.39,1.233,96.4,0,2023,6,5,None,None,Low,157,0
HEMM-DR02,Drill Rig,2023-01-22,1,1,0,20,85.6,4.18,2.53,42.7,86.9,0.84,24.8,175.0,309.1,1773.0,11445,52,20.48,1.427,96.5,0,2023,1,6,None,None,Medium,84,0
HEMM-B002,Dozer,2021-02-18,0,2,0,9,80.0,4.19,1.45,38.7,80.4,0.93,24.4,185.5,337.5,1706.0,3128,42,19.09,0.8499,97.8,0,2021,2,3,None,None,Low,66,0
HEMM-DR02,Drill Rig,2022-10-27,1,0,0,2,91.8,4.41,1.74,30.7,85.9,0.97,24.5,165.6,327.7,1834.0,9961,19,20.82,0.9487,96.1,0,2022,10,3,None,None,Medium,82,0
HEMM-SC01,Scraper,2023-03-23,5,1,1,6,123.0,4.92,1.74,31.0,77.6,0.62,24.8,179.7,351.0,1721.0,1577,73,25.0,1.011,79.2,1,2023,3,3,Cooling System Failure,Cooling System,Critical,2,1
HEMM-DR01,Drill Rig,2022-07-17,1,0,1,15,75.9,4.53,2.06,40.0,76.6,0.83,24.3,178.8,335.7,1765.0,11488,84,16.75,1.1671,97.7,0,2022,7,6,None,None,Medium,41,0
HEMM-L002,Wheel Loader,2023-07-28,6,1,1,3,99.5,2.59,5.32,43.2,83.4,0.76,24.5,172.6,306.0,1579.0,5550,52,38.42,3.3692,73.2,1,2023,7,4,Transmission Failure,Transmission,Critical,1,1
HEMM-L002,Wheel Loader,2021-06-11,6,0,1,10,68.2,4.66,1.82,37.3,87.0,0.8,24.7,182.0,312.5,1765.0,7122,56,14.64,1.0312,100.0,0,2021,6,4,None,None,Low,143,0
HEMM-B001,Dozer,2021-06-12,0,0,0,4,81.2,4.8,1.74,40.8,81.1,0.8,24.6,166.9,355.8,1746.0,3339,78,16.92,0.9966,99.6,0,2021,6,5,None,None,Low,62,0
HEMM-L002,Wheel Loader,2022-05-15,6,2,0,2,74.9,4.64,1.07,37.9,79.6,0.86,25.0,174.9,353.6,1861.0,6331,78,16.14,0.575,99.0,0,2022,5,6,None,None,Low,62,0
HEMM-DR01,Drill Rig,2022-07-17,1,2,2,6,93.9,3.69,2.0,41.4,83.1,0.79,24.9,129.6,304.6,1790.0,4735,69,25.45,1.1173,91.5,0,2022,7,6,Hydraulic Failure,Hydraulics,Critical,6,1
HEMM-B002,Dozer,2022-07-13,0,1,0,14,88.1,4.15,1.47,37.2,79.9,0.81,24.7,182.4,292.6,1803.0,3593,7,21.23,0.8153,95.9,0,2022,7,2,None,None,Low,39,0
