Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Engine_Temp_C_Status,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Oil_Pressure_bar_Status,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Vibration_mms_Status,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Fuel_Consumption_Lhr_Status,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Tyre_Pressure_PSI_Status,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Coolant_Level_Status,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Battery_Voltage_V_Status,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Hydraulic_Pressure_bar_Status,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,Exhaust_Temp_C_Status,RPM_Lower_Limit,RPM_Upper_Limit,RPM_Status,Maintenance_Type,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type,Days_Since_Last_Maintenance,Maintenance_Team,Engine_Condition,Tyre_Condition,Hydraulic_Condition,Brake_Condition,Electrical_Condition,Fuel_System_Condition,Transmission_Condition,Cooling_System_Condition,Engine_Replacement_Needed,Tyre_Replacement_Needed,Hydraulic_Replacement_Needed,Brake_Replacement_Needed,Electrical_Replacement_Needed,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Spare_Parts_Required,Prescriptive_Action
HEMM-B003,Dozer,2021-03-27,0,2,0,8,93.4,4.17,2.18,42.4,77.7,0.78,24.4,171.7,359.3,1825.0,1196,96,22.4,1.1945,91.9,0,2021,3,5,None,None,Low,143,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,54,PM Not Due,4093,0.4,Preventive Maintenance,6,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,90.0,77.0,88.0,90.4,56.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D001,Dumper,2022-12-25,2,2,0,2,81.7,5.37,6.96,34.6,40.9,0.96,24.8,186.6,342.2,1789.0,10039,35,15.21,3.8904,68.7,1,2022,12,6,Tyre Burst,Tyres,Critical,7,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Below Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,211,Breakdown - Immediate Action,125876,18.5,Preventive Maintenance,54,Team C - Hydraulics,Good,Critical,Good,Warning,Good,Good,Good,Good,No,Yes,No,Monitor,No,16.3,29.7,5.0,91.9,5.0,Tyre Set,IMMEDIATE ACTION: Stop machine. Replace Tyres. Contact maintenance team.
HEMM-L002,Wheel Loader,2021-06-08,6,1,0,7,81.3,4.31,2.18,35.4,75.5,0.77,24.6,166.5,303.2,1841.0,5537,78,18.86,1.1841,95.9,0,2021,6,1,None,None,Low,154,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Scheduled Maintenance,250,213,PM Not Due,13375,5.3,Corrective Maintenance,42,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,53.9,13.6,44.6,91.1,56.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR01,Drill Rig,2021-05-27,1,2,1,14,85.1,5.43,1.91,38.4,91.0,0.79,24.7,195.2,327.2,1732.0,4838,23,15.67,1.1028,100.0,0,2021,5,3,None,None,Low,31,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,112,PM Not Due,2982,0.6,Condition Based Monitoring,100,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,59.7,77.7,51.6,91.5,61.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-G001,Grader,2022-11-18,4,0,2,12,135.1,4.04,2.7,53.4,82.2,0.64,24.3,173.8,403.2,1896.0,7911,42,33.44,1.4241,70.6,1,2022,11,4,Engine Overheat,Engine,Critical,5,1,60,105,Above Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,300,189,Breakdown - Immediate Action,52026,14.0,Preventive Maintenance,104,Team B - Electrical,Critical,Good,Good,Good,Good,Warning,Good,Warning,Yes,No,No,No,No,34.1,33.5,20.9,90.0,46.0,Engine Filter/Oil,IMMEDIATE ACTION: Stop machine. Replace Engine. Contact maintenance team.
HEMM-B002,Dozer,2021-11-04,0,2,1,1,76.9,4.17,1.92,32.5,77.1,0.8,24.2,188.5,302.3,1624.0,1940,82,18.44,1.1823,96.4,0,2021,11,3,None,None,Low,61,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,60,PM Not Due,6074,0.7,Preventive Maintenance,73,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,83.8,68.2,80.6,89.6,61.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2023-11-07,6,2,2,12,77.4,3.11,5.19,36.0,80.7,0.95,24.6,179.7,337.5,1434.0,3720,53,24.89,3.6192,83.0,1,2023,11,1,Transmission Failure,Transmission,Critical,2,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,30,Breakdown - Immediate Action,162893,11.9,Corrective Maintenance,166,Team C - Hydraulics,Good,Good,Good,Warning,Good,Good,Critical,Good,No,No,No,Monitor,No,69.0,60.6,62.8,91.1,5.0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.
HEMM-D003,Dumper,2021-06-08,2,1,2,19,92.3,4.15,1.85,32.7,76.4,0.99,24.6,198.9,338.3,1803.0,8449,78,22.24,1.0261,92.4,0,2021,6,1,None,None,Medium,37,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,51,PM Not Due,15757,6.0,Preventive Maintenance,168,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,29.6,5.0,15.5,91.1,63.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR01,Drill Rig,2021-09-06,1,2,2,2,79.1,4.2,2.01,48.6,87.1,0.76,25.0,180.5,306.7,1850.0,10146,65,18.83,1.0865,98.5,0,2021,9,0,None,None,Medium,132,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,150,54,PM Not Due,14233,6.8,Corrective Maintenance,40,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,15.5,5.0,5.0,92.6,59.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR02,Drill Rig,2022-10-12,1,0,1,7,75.7,4.25,1.19,39.5,84.5,0.77,24.5,174.7,313.3,1873.0,9624,42,17.81,0.6353,98.8,0,2022,10,2,None,None,Medium,131,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,150,126,PM Not Due,22458,4.5,Scheduled Maintenance,31,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,19.8,19.2,5.0,90.7,76.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-G001,Grader,2022-04-18,4,0,1,11,79.8,4.32,1.76,45.6,74.3,0.84,24.8,176.2,284.0,1859.0,2090,93,18.47,0.9467,96.0,0,2022,4,0,None,None,Low,35,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,10,PM Due Now,6362,0.8,Corrective Maintenance,77,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,82.6,61.1,79.1,91.9,64.8,No Parts Required,Perform scheduled PM now. PM interval: 300 hrs.
HEMM-DR01,Drill Rig,2023-01-12,1,1,1,12,69.1,4.33,1.73,43.3,81.0,0.82,24.5,188.5,294.0,1881.0,9382,69,15.96,0.9197,98.8,0,2023,1,3,None,None,Medium,155,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,150,68,PM Not Due,17540,3.4,Scheduled Maintenance,126,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,21.8,5.0,6.2,90.7,65.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L001,Wheel Loader,2022-04-17,6,0,1,14,82.7,4.57,2.67,48.5,86.3,0.75,24.3,165.0,322.1,1833.0,3964,77,18.1,1.4566,98.0,0,2022,4,6,None,None,Low,130,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,36,PM Due Soon,6098,0.1,Scheduled Maintenance,111,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,67.0,39.0,60.4,90.0,46.6,No Parts Required,Plan PM in next 36 hours.
HEMM-E003,Excavator,2023-04-15,3,2,2,19,87.6,4.65,1.59,39.2,89.1,0.93,24.5,170.9,328.7,1867.0,11110,22,18.84,0.8516,98.7,0,2023,4,5,None,None,Medium,138,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,90,PM Not Due,28308,4.3,Corrective Maintenance,80,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,7.4,51.1,5.0,90.7,68.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B002,Dozer,2022-12-01,0,0,0,4,90.8,4.39,2.47,33.6,87.8,0.8,24.6,204.5,313.2,1846.0,1535,57,20.68,1.338,95.1,0,2022,12,3,None,None,Low,140,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Scheduled Maintenance,250,215,PM Not Due,18945,4.1,Corrective Maintenance,176,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,87.2,82.5,84.6,91.1,50.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2023-10-10,2,2,0,7,80.6,3.7,5.5,43.4,83.2,0.97,24.9,181.8,352.8,1523.0,3147,117,21.78,3.6113,85.5,1,2023,10,1,Transmission Failure,Transmission,Critical,1,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,103,Breakdown - Immediate Action,142842,46.6,Corrective Maintenance,155,Team B - Electrical,Good,Good,Good,Warning,Good,Good,Critical,Good,No,No,No,Monitor,No,73.8,26.4,68.5,92.2,5.0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.
HEMM-B001,Dozer,2023-08-21,0,2,1,4,86.5,4.34,1.72,55.8,84.3,0.77,24.4,176.8,338.9,1835.0,2270,116,19.93,0.9373,98.4,0,2023,8,0,None,None,Low,172,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Above Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,230,PM Not Due,2590,0.7,Condition Based Monitoring,34,Team A - Mechanical,Good,Good,Good,Good,Good,Warning,Good,Good,No,No,No,No,No,81.1,47.3,77.3,90.4,65.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D001,Dumper,2021-12-08,2,1,2,5,89.7,4.64,1.63,44.1,85.2,0.93,25.1,187.1,288.3,1850.0,8636,115,19.33,0.8811,97.6,0,2021,12,2,None,None,Medium,161,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,114,PM Not Due,23011,7.6,Preventive Maintenance,92,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,28.0,5.0,13.6,93.0,67.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR01,Drill Rig,2022-12-27,1,1,1,13,87.5,4.38,2.28,34.0,87.0,0.98,24.1,180.7,319.6,1673.0,11618,76,19.98,1.3628,97.3,0,2022,12,1,None,None,Medium,46,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,150,82,PM Not Due,11386,5.4,Corrective Maintenance,171,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,89.3,54.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D004,Dumper,2022-11-21,2,0,1,19,87.3,4.73,2.12,38.8,84.4,0.76,24.2,183.1,342.3,1868.0,10173,83,18.46,1.1349,98.5,0,2022,11,0,None,None,Medium,44,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,77,PM Not Due,24294,3.4,Scheduled Maintenance,25,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,15.2,5.0,5.0,89.6,57.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2021-06-01,2,2,2,12,94.3,4.14,1.84,30.6,75.7,0.8,24.2,185.0,337.1,1799.0,7554,57,22.78,1.0228,91.0,0,2021,6,1,None,None,Low,161,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,196,PM Not Due,2153,0.3,Scheduled Maintenance,95,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,37.1,13.9,24.5,89.6,63.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR01,Drill Rig,2022-08-16,1,0,2,5,76.9,4.93,2.5,35.3,81.3,0.96,24.3,169.0,311.2,2048.0,3205,97,15.6,1.2207,98.2,0,2022,8,1,None,None,Low,150,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,95,PM Not Due,5766,0.4,Corrective Maintenance,132,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,73.3,37.8,68.0,90.0,50.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2021-06-21,6,1,0,1,78.9,4.61,2.32,48.8,84.3,0.9,23.9,183.2,325.0,1538.0,9924,80,17.11,1.5085,99.0,0,2021,6,0,None,None,Medium,66,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,76,PM Not Due,12551,7.1,Preventive Maintenance,52,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,17.3,5.0,5.0,88.5,53.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR02,Drill Rig,2023-02-16,1,0,2,15,106.8,4.55,2.44,37.8,79.8,0.95,24.5,197.8,337.5,1857.0,3095,70,23.47,1.3139,86.9,0,2023,2,3,None,None,High,87,0,60,105,Above Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Predictive Maintenance,150,55,PM Not Due,35516,4.3,Preventive Maintenance,126,Team B - Electrical,Warning,Good,Good,Good,Good,Good,Good,Good,Monitor,No,No,No,No,74.2,56.7,69.0,90.7,51.2,No Parts Required,Schedule maintenance within 48 hours. Check all systems.
HEMM-D004,Dumper,2022-04-21,2,0,2,16,79.2,4.84,2.44,35.9,78.2,0.83,24.9,170.1,330.6,1773.0,5788,11,16.36,1.3762,97.2,0,2022,4,3,None,None,Low,156,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,212,PM Not Due,6716,0.6,Preventive Maintenance,115,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,51.8,87.3,42.1,92.2,51.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2023-11-07,6,0,0,10,79.5,4.17,1.58,35.1,83.2,0.86,24.4,186.1,352.4,1755.0,5488,54,19.06,0.9003,98.4,0,2023,11,1,None,None,Low,89,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,12,PM Due Now,5516,0.5,Scheduled Maintenance,100,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,54.3,40.7,45.1,90.4,68.4,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.
HEMM-D005,Dumper,2021-03-27,2,2,0,7,93.6,4.45,2.27,34.8,83.9,0.9,24.3,198.4,338.3,1867.0,7253,71,21.03,1.2159,94.6,0,2021,3,5,None,None,Low,149,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,247,PM Not Due,6697,0.6,Corrective Maintenance,122,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,39.6,5.0,27.5,90.0,54.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B003,Dozer,2021-07-23,0,0,0,10,81.9,4.36,2.07,44.8,81.8,0.83,25.3,171.9,326.8,1842.0,2913,20,18.78,1.1238,99.0,0,2021,7,4,None,None,Low,161,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,87,PM Not Due,5313,1.0,Corrective Maintenance,69,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,75.7,88.3,70.9,93.7,58.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR02,Drill Rig,2022-04-04,1,1,1,10,77.7,4.48,2.17,36.2,89.7,0.8,25.0,181.7,323.1,1887.0,4450,82,17.34,1.15,99.4,0,2022,4,0,None,None,Low,103,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,50,PM Due Soon,7812,0.1,Corrective Maintenance,145,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,62.9,27.0,55.5,92.6,56.6,No Parts Required,Plan PM in next 50 hours.
HEMM-B001,Dozer,2021-10-16,0,1,2,7,85.4,3.89,2.74,47.1,87.1,0.91,23.9,184.6,332.7,1691.0,9246,112,21.95,1.6203,94.5,0,2021,10,5,None,None,Medium,172,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,4,PM Due Now,23686,7.7,Scheduled Maintenance,154,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,23.0,5.0,7.5,88.5,45.2,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.
HEMM-D001,Dumper,2021-03-23,2,2,0,18,84.9,3.86,2.01,38.3,83.0,0.91,24.2,187.0,304.7,1798.0,3397,5,21.99,1.1179,96.8,0,2021,3,1,None,None,Low,176,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,103,PM Not Due,4371,0.4,Corrective Maintenance,109,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,71.7,96.6,66.0,89.6,59.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D001,Dumper,2023-01-27,2,1,2,10,78.0,4.32,1.61,40.4,79.6,0.76,24.0,186.6,312.8,1578.0,9557,59,18.06,1.0203,98.1,0,2023,1,4,None,None,Medium,143,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,193,PM Not Due,13774,7.7,Scheduled Maintenance,24,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,20.4,5.0,5.0,88.9,67.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2023-07-19,2,0,1,4,90.7,4.12,1.91,40.0,80.6,0.82,24.4,192.6,322.7,1879.0,11935,95,22.01,1.0165,94.7,0,2023,7,2,None,None,Medium,54,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,65,PM Not Due,23272,3.0,Scheduled Maintenance,109,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,90.4,61.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR01,Drill Rig,2023-10-08,1,0,2,3,73.4,4.54,1.26,40.2,77.8,0.78,24.1,185.6,302.4,1614.0,2441,40,16.17,0.7807,98.3,0,2023,10,6,None,None,Low,71,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,109,PM Not Due,2170,0.2,Preventive Maintenance,95,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,79.7,80.5,75.6,89.3,74.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-G001,Grader,2021-06-11,4,2,1,8,80.2,5.03,1.86,33.3,82.9,0.76,24.1,184.0,331.1,1791.0,1418,46,15.94,1.0385,100.0,0,2021,6,4,None,None,Low,165,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,82,PM Not Due,4660,0.2,Corrective Maintenance,158,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,88.2,87.0,85.8,89.3,62.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B001,Dozer,2023-07-18,0,2,1,17,73.0,4.64,2.19,43.4,80.7,0.76,24.2,186.3,318.8,1616.0,11211,104,15.73,1.3552,98.9,0,2023,7,1,None,None,Medium,122,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,39,PM Due Soon,15631,2.3,Corrective Maintenance,48,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,6.6,5.0,5.0,89.6,56.2,No Parts Required,Plan PM in next 39 hours.
HEMM-B003,Dozer,2021-03-20,0,0,2,4,107.1,5.01,1.6,35.4,79.9,0.88,25.2,187.1,325.0,1795.0,11752,106,21.38,0.8914,88.1,0,2021,3,5,None,None,High,107,0,60,105,Above Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Predictive Maintenance,250,248,PM Not Due,45152,4.6,Condition Based Monitoring,112,Team B - Electrical,Warning,Good,Good,Good,Good,Good,Good,Good,Monitor,No,No,No,No,5.0,5.0,5.0,93.3,68.0,No Parts Required,Schedule maintenance within 48 hours. Check all systems.
HEMM-SC01,Scraper,2021-03-14,5,2,2,1,85.2,4.2,2.43,35.4,82.5,0.82,24.8,196.8,358.5,1769.0,4229,22,20.29,1.3737,97.1,0,2021,3,6,None,None,Low,107,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,271,PM Not Due,7649,0.7,Preventive Maintenance,162,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,64.8,81.4,57.7,91.9,51.4,No Parts Required,Continue normal operation. Monitor sensors.
