Equipment_ID,Equipment_Type,Date,Shift,Operator_Experience_Yr,Road_Condition,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
HEMM-L002,Wheel Loader,2023-11-07,Afternoon,10,Fair,79.5,4.17,1.58,35.1,83.2,0.86,24.4,186.1,352.4,1755.0,5488,54,89,None,None,0,Low
HEMM-D005,Dumper,2021-03-27,Night,7,Fair,93.6,4.45,2.27,34.8,83.9,0.9,24.3,198.4,338.3,1867.0,7253,71,149,None,None,0,Low
HEMM-B003,Dozer,2021-07-23,Afternoon,10,Fair,81.9,4.36,2.07,44.8,81.8,0.83,25.3,171.9,326.8,1842.0,2913,20,161,None,None,0,Low
HEMM-DR02,Drill Rig,2022-04-04,Morning,10,Good,77.7,4.48,2.17,36.2,89.7,0.8,25.0,181.7,323.1,1887.0,4450,82,103,None,None,0,Low
HEMM-B001,Dozer,2021-10-16,Morning,7,Poor,85.4,3.89,2.74,47.1,87.1,0.91,23.9,184.6,332.7,1691.0,9246,112,172,None,None,0,Medium
HEMM-D001,Dumper,2021-03-23,Night,18,Fair,84.9,3.86,2.01,38.3,83.0,0.91,24.2,187.0,304.7,1798.0,3397,5,176,None,None,0,Low
HEMM-D001,Dumper,2023-01-27,Morning,10,Poor,78.0,4.32,1.61,40.4,79.6,0.76,24.0,186.6,312.8,1578.0,9557,59,143,None,None,0,Medium
HEMM-D005,Dumper,2023-07-19,Afternoon,4,Good,90.7,4.12,1.91,40.0,80.6,0.82,24.4,192.6,322.7,1879.0,11935,95,54,None,None,0,Medium
HEMM-DR01,Drill Rig,2023-10-08,Afternoon,3,Poor,73.4,4.54,1.26,40.2,77.8,0.78,24.1,185.6,302.4,1614.0,2441,40,71,None,None,0,Low
HEMM-G001,Grader,2021-06-11,Night,8,Good,80.2,5.03,1.86,33.3,82.9,0.76,24.1,184.0,331.1,1791.0,1418,46,165,None,None,0,Low
HEMM-B001,Dozer,2023-07-18,Night,17,Good,73.0,4.64,2.19,43.4,80.7,0.76,24.2,186.3,318.8,1616.0,11211,104,122,None,None,0,Medium
HEMM-B003,Dozer,2021-03-20,Afternoon,4,Poor,107.1,5.01,1.6,35.4,79.9,0.88,25.2,187.1,325.0,1795.0,11752,106,107,None,None,0,High
HEMM-SC01,Scraper,2021-03-14,Night,1,Poor,85.2,4.2,2.43,35.4,82.5,0.82,24.8,196.8,358.5,1769.0,4229,22,107,None,None,0,Low
HEMM-E003,Excavator,2022-02-05,Afternoon,16,Good,78.7,3.87,1.28,40.2,78.3,0.82,24.4,180.8,307.9,1725.0,2681,67,111,None,None,0,Low
HEMM-B002,Dozer,2021-09-27,Morning,3,Poor,90.0,4.3,1.79,37.7,82.4,0.83,25.0,181.0,320.8,1995.0,8659,114,30,None,None,0,Medium
HEMM-D001,Dumper,2023-06-09,Morning,16,Good,81.1,5.06,1.11,37.6,80.9,0.88,24.5,180.2,327.1,1866.0,9337,83,161,None,None,0,Medium
HEMM-D002,Dumper,2023-05-07,Night,9,Poor,83.2,4.8,1.6,39.7,81.2,0.88,24.3,187.0,316.4,1814.0,10249,53,97,None,None,0,Medium
HEMM-G001,Grader,2023-09-19,Night,6,Good,90.9,4.3,2.04,42.6,79.2,0.9,25.3,167.9,271.2,1716.0,5116,112,76,None,None,0,Low
HEMM-L001,Wheel Loader,2023-10-01,Night,13,Poor,81.4,5.03,1.64,44.7,75.5,0.91,24.7,154.5,316.3,1976.0,9995,50,173,None,None,0,Medium
HEMM-D004,Dumper,2022-03-25,Morning,10,Fair,80.4,4.96,1.93,36.3,83.0,0.92,23.5,171.7,336.3,1682.0,7074,62,47,None,None,0,Low
HEMM-DR01,Drill Rig,2021-08-26,Morning,15,Good,76.2,3.82,1.42,24.8,80.5,0.96,23.6,176.8,330.4,1840.0,5424,89,138,None,None,0,Low
HEMM-G002,Grader,2021-09-20,Afternoon,16,Poor,77.3,4.15,1.99,41.7,80.7,0.97,24.2,195.9,295.0,1718.0,10047,57,50,None,None,0,Medium
HEMM-B002,Dozer,2022-07-03,Night,7,Poor,80.4,4.96,2.64,42.0,82.1,0.88,24.5,182.8,318.4,1698.0,6901,12,41,None,None,0,Low
HEMM-B001,Dozer,2022-10-13,Afternoon,13,Fair,92.0,4.08,2.27,40.7,86.8,0.91,24.1,179.1,330.8,2137.0,7440,59,133,None,None,0,Low
HEMM-D002,Dumper,2022-07-04,Afternoon,8,Good,82.5,4.59,1.96,31.5,80.8,0.88,24.5,174.7,285.4,1915.0,5767,86,172,None,None,0,Low
HEMM-DR01,Drill Rig,2022-03-30,Night,6,Poor,82.8,2.63,2.04,33.7,83.8,0.86,24.3,128.2,346.4,1688.0,8982,31,5,Hydraulics,Hydraulic Failure,1,Critical
HEMM-SC01,Scraper,2021-02-10,Night,1,Poor,78.7,3.89,2.18,27.6,77.5,0.76,24.0,180.3,323.4,1920.0,6412,16,155,None,None,0,Low
HEMM-G001,Grader,2021-05-10,Night,2,Fair,87.9,4.34,1.68,37.6,78.1,0.76,25.0,179.6,338.5,1898.0,8697,31,172,None,None,0,Medium
HEMM-E001,Excavator,2023-03-22,Night,8,Good,77.1,4.78,1.91,42.1,81.8,0.83,24.5,164.5,290.6,1956.0,4954,107,179,None,None,0,Low
HEMM-B003,Dozer,2023-04-27,Morning,18,Good,89.4,4.76,2.53,32.7,90.6,0.92,24.9,191.2,323.9,1879.0,4274,6,131,None,None,0,Low
HEMM-L002,Wheel Loader,2021-07-29,Night,13,Good,86.7,4.88,1.55,32.5,83.7,0.79,25.5,186.0,318.3,1850.0,8144,10,144,None,None,0,Medium
HEMM-D001,Dumper,2022-04-17,Night,8,Poor,87.3,3.83,5.81,39.8,77.3,0.82,25.4,191.8,315.9,1321.0,753,39,6,Transmission,Transmission Failure,1,Critical
HEMM-D005,Dumper,2022-07-07,Morning,3,Poor,91.3,4.42,2.3,46.8,79.7,0.92,23.8,162.0,295.6,1730.0,1410,69,115,None,None,0,Low
HEMM-DR01,Drill Rig,2021-02-11,Morning,18,Good,88.2,4.02,1.48,25.5,85.7,0.77,24.4,185.5,329.4,1793.0,10110,24,130,None,None,0,Medium
HEMM-G002,Grader,2022-02-02,Night,10,Poor,90.4,4.74,2.69,37.5,80.4,0.89,24.4,193.8,309.8,1955.0,5503,59,67,None,None,0,Low
HEMM-B002,Dozer,2022-07-16,Afternoon,7,Poor,80.0,4.87,2.02,33.4,87.7,0.99,24.6,181.3,307.8,1812.0,1833,38,44,None,None,0,Low
HEMM-G002,Grader,2022-08-20,Afternoon,3,Poor,87.0,5.03,1.28,42.1,87.5,0.93,25.3,174.9,316.2,1780.0,3841,57,53,None,None,0,Low
HEMM-B002,Dozer,2023-12-29,Night,8,Fair,83.7,5.35,2.29,34.2,78.7,0.8,23.9,176.7,355.3,2011.0,6465,7,74,None,None,0,Low
HEMM-G001,Grader,2021-08-10,Afternoon,8,Fair,75.9,4.47,2.38,33.5,80.7,0.79,24.5,188.2,311.9,1821.0,9667,8,155,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-01-28,Afternoon,19,Fair,83.2,4.69,2.26,38.6,81.0,0.84,24.6,184.6,322.5,1795.0,1985,87,46,None,None,0,Low
HEMM-D003,Dumper,2021-07-15,Night,6,Fair,82.4,4.04,1.69,33.5,90.4,0.98,26.0,158.2,347.4,1761.0,3602,115,115,None,None,0,Low
HEMM-D003,Dumper,2021-10-17,Afternoon,20,Poor,90.3,4.33,2.63,46.4,88.0,0.83,24.9,183.9,306.9,1779.0,7958,71,96,None,None,0,Low
HEMM-E003,Excavator,2021-05-01,Afternoon,9,Poor,79.3,5.36,2.12,35.9,77.6,0.98,25.2,177.4,313.9,1866.0,6947,44,73,None,None,0,Low
HEMM-D005,Dumper,2021-03-16,Afternoon,19,Good,87.7,5.0,1.92,45.6,77.2,0.8,24.6,162.2,280.7,1735.0,10009,57,139,None,None,0,Medium
HEMM-E002,Excavator,2023-09-28,Night,16,Good,81.8,3.77,1.51,31.3,77.8,0.8,24.7,169.3,320.4,1884.0,5328,88,154,None,None,0,Low
HEMM-L001,Wheel Loader,2023-11-20,Night,3,Poor,126.9,4.41,2.49,38.2,80.2,0.61,24.6,187.7,376.9,1869.0,1921,59,2,Engine,Engine Overheat,1,Critical
HEMM-E001,Excavator,2023-12-01,Night,4,Fair,87.0,5.27,1.95,33.2,80.9,0.87,23.8,181.1,297.5,1770.0,2922,30,50,None,None,0,Low
HEMM-D004,Dumper,2021-03-21,Afternoon,16,Poor,96.1,4.54,2.75,37.8,77.0,0.98,24.5,190.9,307.1,1770.0,2997,85,94,None,None,0,Low
HEMM-SC01,Scraper,2023-05-07,Afternoon,1,Fair,91.2,4.72,2.14,31.8,75.0,0.86,24.6,185.0,305.6,1742.0,5061,20,42,None,None,0,Low
HEMM-B001,Dozer,2023-12-07,Afternoon,20,Poor,72.8,3.89,5.03,34.6,75.9,0.86,23.6,183.0,339.6,1915.0,6288,77,4,Brakes,Brake Failure,1,Critical
HEMM-G001,Grader,2023-11-30,Night,9,Good,81.8,3.9,1.7,41.8,92.3,0.87,24.1,175.9,330.9,1835.0,7935,64,78,None,None,0,Low
HEMM-D005,Dumper,2021-12-03,Night,16,Fair,90.1,5.18,5.11,33.0,41.0,0.95,23.4,165.6,310.7,2013.0,360,45,7,Tyres,Tyre Burst,1,Critical
HEMM-D001,Dumper,2022-10-01,Night,7,Good,85.9,4.83,2.11,40.2,80.2,0.82,24.6,184.4,344.8,1832.0,3464,93,136,None,None,0,Low
HEMM-B003,Dozer,2021-07-13,Morning,20,Good,82.8,5.01,1.29,45.9,82.2,0.76,24.1,175.5,284.7,1843.0,7879,81,3,Fuel System,Fuel System Failure,1,Critical
HEMM-D001,Dumper,2022-01-30,Afternoon,10,Poor,85.2,4.68,2.73,43.4,84.1,0.86,25.6,188.6,285.4,1862.0,7182,79,121,None,None,0,Low
HEMM-G002,Grader,2022-06-06,Night,18,Good,82.2,5.18,5.71,35.8,57.3,0.87,24.6,185.5,327.6,1789.0,10711,89,2,Tyres,Tyre Burst,1,Critical
HEMM-E002,Excavator,2022-07-28,Morning,9,Good,84.8,4.83,2.4,40.3,80.4,0.82,24.5,194.6,305.3,1944.0,9435,18,156,None,None,0,Medium
HEMM-G002,Grader,2022-11-08,Night,19,Poor,85.3,4.56,2.79,32.8,82.2,1.0,24.0,187.8,301.4,1993.0,10108,40,104,None,None,0,Medium
HEMM-L001,Wheel Loader,2022-03-05,Morning,1,Good,78.4,4.29,1.92,43.0,78.0,0.91,25.2,173.0,303.9,1619.0,3998,32,42,None,None,0,Low
HEMM-D005,Dumper,2021-10-21,Morning,16,Good,73.9,3.86,2.82,35.4,81.3,0.82,23.9,176.2,325.2,1823.0,204,46,179,None,None,0,Low
HEMM-D002,Dumper,2021-10-08,Night,15,Fair,88.2,4.86,1.29,41.9,86.6,0.87,24.1,182.1,322.3,1901.0,7169,90,134,None,None,0,Low
HEMM-L002,Wheel Loader,2021-08-29,Morning,18,Fair,77.1,4.09,1.78,35.9,87.7,0.94,24.0,174.8,330.7,1676.0,6642,53,62,None,None,0,Low
HEMM-G001,Grader,2022-10-01,Night,11,Poor,81.3,4.5,1.91,31.7,81.8,0.87,25.0,177.9,299.3,1837.0,8894,15,88,None,None,0,Medium
HEMM-E001,Excavator,2022-07-23,Night,5,Fair,78.8,4.09,2.29,31.8,78.8,0.88,24.6,181.9,338.8,1862.0,7363,76,80,None,None,0,Low
HEMM-B001,Dozer,2021-09-04,Night,14,Good,133.6,4.57,2.21,38.7,79.8,0.54,23.5,180.0,349.7,2089.0,10883,49,5,Cooling System,Cooling System Failure,1,Critical
HEMM-G001,Grader,2023-05-19,Morning,20,Good,91.1,5.17,2.69,28.6,85.4,0.83,25.3,177.8,323.4,1635.0,9371,117,90,None,None,0,Medium
HEMM-E001,Excavator,2021-01-22,Morning,15,Good,101.3,4.25,1.34,58.8,80.6,0.94,23.7,186.3,323.6,1852.0,6114,72,4,Fuel System,Fuel System Failure,1,Critical
HEMM-D004,Dumper,2023-01-26,Afternoon,17,Fair,115.7,3.97,2.08,40.7,81.2,0.46,24.5,179.4,343.9,1903.0,412,82,4,Cooling System,Cooling System Failure,1,Critical
HEMM-G002,Grader,2021-03-31,Night,9,Good,89.5,5.01,1.82,38.4,81.1,0.91,24.6,182.6,296.1,1900.0,4692,85,137,None,None,0,Low
HEMM-D001,Dumper,2023-08-23,Night,15,Fair,81.2,5.12,2.28,40.0,78.8,0.78,23.6,184.9,313.5,1931.0,8233,27,38,None,None,0,Medium
HEMM-SC01,Scraper,2021-08-01,Morning,12,Poor,72.9,2.61,2.59,36.1,78.8,0.8,23.7,124.2,340.2,1719.0,672,83,2,Hydraulics,Hydraulic Failure,1,Critical
HEMM-D003,Dumper,2023-05-10,Morning,2,Poor,81.1,4.33,2.81,44.8,80.9,0.88,19.5,180.2,325.0,1800.0,7464,86,1,Electrical,Electrical Fault,1,Critical
HEMM-E002,Excavator,2021-02-04,Afternoon,11,Poor,85.2,4.41,1.41,39.4,83.2,0.97,24.5,186.9,297.5,1961.0,11821,26,48,None,None,0,Medium
HEMM-G001,Grader,2023-11-24,Morning,13,Poor,84.9,4.54,2.55,38.9,92.5,0.82,25.2,186.6,318.9,1795.0,7021,112,40,None,None,0,Low
HEMM-D003,Dumper,2022-01-31,Night,5,Good,94.6,4.51,2.13,31.8,85.7,0.83,25.1,169.6,357.1,1524.0,4568,15,45,None,None,0,Low
HEMM-B001,Dozer,2022-02-11,Night,17,Poor,83.1,4.56,2.13,45.3,77.1,0.85,25.1,181.8,320.0,1648.0,6905,27,140,None,None,0,Low
HEMM-D001,Dumper,2022-09-30,Afternoon,18,Fair,84.6,4.81,2.44,34.5,79.2,0.86,24.4,175.1,317.3,1560.0,5945,20,87,None,None,0,Low
HEMM-D003,Dumper,2023-08-07,Morning,4,Poor,101.7,4.66,2.74,47.3,75.6,0.6,24.5,184.4,354.4,1719.0,1683,28,5,Engine,Engine Overheat,1,Critical
HEMM-E001,Excavator,2021-01-22,Morning,12,Poor,74.4,4.28,1.74,40.5,77.8,0.87,24.9,169.5,323.9,1614.0,7742,15,80,None,None,0,Low
HEMM-B002,Dozer,2022-01-27,Night,5,Fair,96.0,4.15,2.08,50.6,78.9,0.81,23.9,168.2,309.5,1728.0,5287,11,32,None,None,0,Low
HEMM-E001,Excavator,2022-07-26,Morning,19,Good,78.7,4.84,2.45,36.0,84.0,0.94,24.6,179.3,305.7,1893.0,5369,57,69,None,None,0,Low
HEMM-B001,Dozer,2022-02-13,Morning,10,Fair,67.2,4.44,2.38,32.1,83.7,0.79,24.7,174.5,334.6,1889.0,4449,94,53,None,None,0,Low
HEMM-L001,Wheel Loader,2022-12-29,Night,12,Poor,83.7,4.88,2.24,40.1,89.7,0.99,24.3,182.8,278.3,1934.0,5915,103,116,None,None,0,Low
HEMM-E001,Excavator,2021-03-17,Night,13,Poor,84.2,4.29,1.67,35.9,88.1,0.84,24.0,198.0,351.0,1884.0,2751,73,89,None,None,0,Low
HEMM-DR01,Drill Rig,2022-12-12,Night,10,Poor,104.7,4.76,1.76,47.4,82.1,0.89,24.5,165.0,306.5,1902.0,3598,48,150,None,None,0,High
HEMM-SC01,Scraper,2022-07-05,Morning,17,Good,79.0,4.33,1.52,37.4,76.0,0.93,24.4,180.5,311.1,1838.0,3652,38,46,None,None,0,Low
HEMM-D002,Dumper,2021-08-25,Night,6,Fair,91.6,4.33,2.57,35.3,81.2,0.85,24.3,173.3,364.6,1812.0,7985,22,174,None,None,0,Low
HEMM-G001,Grader,2023-02-13,Night,19,Poor,140.2,4.8,1.92,49.6,82.1,0.6,24.4,158.0,383.5,1777.0,754,46,5,Engine,Engine Overheat,1,Critical
HEMM-E001,Excavator,2023-05-14,Afternoon,11,Good,90.4,3.86,1.9,37.7,85.4,0.85,24.0,161.4,305.8,1986.0,5716,87,67,None,None,0,Low
HEMM-G001,Grader,2022-09-20,Morning,15,Good,88.9,4.59,2.28,42.4,75.0,0.96,24.1,178.9,337.9,1808.0,9158,28,166,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-06-10,Night,13,Good,96.2,4.53,2.34,28.7,82.1,0.83,24.4,194.0,270.7,1610.0,7959,111,104,None,None,0,Low
HEMM-G001,Grader,2022-11-23,Afternoon,13,Good,91.6,5.16,1.74,40.3,82.6,0.96,24.8,188.2,302.5,1751.0,5118,10,45,None,None,0,Low
HEMM-L002,Wheel Loader,2021-08-09,Afternoon,14,Fair,95.8,3.94,1.94,35.8,80.0,0.87,24.3,177.9,323.7,1940.0,4613,78,168,None,None,0,Low
HEMM-E001,Excavator,2023-11-15,Morning,10,Poor,82.1,4.66,2.56,27.6,85.2,0.84,23.7,186.6,343.9,1744.0,9978,94,116,None,None,0,Medium
HEMM-D005,Dumper,2021-09-24,Night,11,Fair,81.6,4.11,1.64,35.1,78.1,0.76,23.8,193.5,335.7,1985.0,1081,16,73,None,None,0,Low
HEMM-D005,Dumper,2022-12-10,Afternoon,13,Good,75.0,4.74,1.28,33.1,92.0,0.98,24.3,174.0,311.0,1698.0,2908,63,122,None,None,0,Low
HEMM-E002,Excavator,2021-12-19,Afternoon,10,Good,84.7,4.88,2.41,35.9,83.3,0.91,25.0,172.1,335.5,1690.0,1516,28,149,None,None,0,Low
HEMM-DR01,Drill Rig,2021-07-04,Night,8,Poor,86.0,4.09,1.5,39.3,83.9,0.9,24.2,163.2,367.7,1869.0,2725,92,82,None,None,0,Low
HEMM-G001,Grader,2021-01-11,Afternoon,6,Fair,88.5,4.95,1.74,46.5,78.7,0.9,25.3,174.7,316.2,1759.0,5847,17,169,None,None,0,Low
HEMM-G002,Grader,2022-03-12,Afternoon,13,Good,70.9,4.54,1.83,40.3,85.2,0.97,23.5,161.9,290.9,1624.0,7793,95,172,None,None,0,Low
HEMM-D004,Dumper,2023-03-05,Morning,11,Fair,91.1,4.41,1.62,42.2,75.0,0.83,23.8,194.1,327.1,1896.0,2387,56,30,None,None,0,Low
HEMM-DR01,Drill Rig,2023-03-18,Night,3,Poor,76.4,3.99,1.68,33.9,84.3,0.81,24.3,172.5,339.8,1876.0,5883,67,137,None,None,0,Low
HEMM-D001,Dumper,2022-03-31,Night,6,Fair,80.4,4.88,1.07,45.9,84.8,0.99,24.2,188.5,339.7,1878.0,4052,52,33,None,None,0,Low
HEMM-D001,Dumper,2023-03-27,Morning,8,Good,83.1,3.57,6.57,33.1,89.0,0.77,24.0,184.9,316.5,1324.0,2462,68,4,Transmission,Transmission Failure,1,Critical
HEMM-D003,Dumper,2022-11-27,Afternoon,6,Fair,91.1,4.56,1.35,35.1,78.6,0.88,24.3,182.6,328.6,1780.0,7174,24,159,None,None,0,Low
HEMM-L001,Wheel Loader,2021-03-13,Afternoon,14,Fair,86.1,5.17,1.71,33.2,90.4,0.99,25.1,176.4,328.8,1772.0,3141,25,176,None,None,0,Low
HEMM-D004,Dumper,2023-08-11,Morning,12,Good,82.3,4.14,1.71,44.7,79.5,0.93,24.3,175.0,306.0,1755.0,11440,98,122,None,None,0,Medium
HEMM-G002,Grader,2021-01-26,Morning,11,Poor,75.3,3.92,2.46,34.9,85.6,0.78,23.8,191.4,317.0,1726.0,2309,78,48,None,None,0,Low
HEMM-DR02,Drill Rig,2021-01-24,Afternoon,13,Good,81.7,4.79,1.9,30.8,83.4,0.78,25.9,190.8,343.0,1654.0,7121,103,138,None,None,0,Low
HEMM-B001,Dozer,2021-08-26,Night,15,Fair,86.2,4.04,2.17,33.7,76.0,0.94,23.7,197.8,319.9,2059.0,8425,52,174,None,None,0,Medium
HEMM-SC01,Scraper,2023-01-18,Morning,6,Fair,86.2,5.13,2.58,43.9,74.5,0.77,23.9,162.2,321.0,1926.0,7147,73,134,None,None,0,Low
HEMM-D003,Dumper,2021-11-04,Morning,11,Fair,81.5,4.55,1.74,41.4,80.2,0.88,24.4,158.2,319.5,1834.0,11792,80,78,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-06-10,Morning,15,Good,82.4,4.25,2.18,46.2,77.6,0.96,24.8,188.9,302.6,1768.0,4815,10,157,None,None,0,Low
HEMM-DR02,Drill Rig,2023-01-22,Morning,20,Fair,85.6,4.18,2.53,42.7,86.9,0.84,24.8,175.0,309.1,1773.0,11445,52,84,None,None,0,Medium
HEMM-B002,Dozer,2021-02-18,Night,9,Fair,80.0,4.19,1.45,38.7,80.4,0.93,24.4,185.5,337.5,1706.0,3128,42,66,None,None,0,Low
HEMM-DR02,Drill Rig,2022-10-27,Afternoon,2,Fair,91.8,4.41,1.74,30.7,85.9,0.97,24.5,165.6,327.7,1834.0,9961,19,82,None,None,0,Medium
HEMM-SC01,Scraper,2023-03-23,Morning,6,Good,123.0,4.92,1.74,31.0,77.6,0.62,24.8,179.7,351.0,1721.0,1577,73,2,Cooling System,Cooling System Failure,1,Critical
HEMM-DR01,Drill Rig,2022-07-17,Afternoon,15,Good,75.9,4.53,2.06,40.0,76.6,0.83,24.3,178.8,335.7,1765.0,11488,84,41,None,None,0,Medium
HEMM-L002,Wheel Loader,2023-07-28,Morning,3,Good,99.5,2.59,5.32,43.2,83.4,0.76,24.5,172.6,306.0,1579.0,5550,52,1,Transmission,Transmission Failure,1,Critical
HEMM-L002,Wheel Loader,2021-06-11,Afternoon,10,Good,68.2,4.66,1.82,37.3,87.0,0.8,24.7,182.0,312.5,1765.0,7122,56,143,None,None,0,Low
HEMM-B001,Dozer,2021-06-12,Afternoon,4,Fair,81.2,4.8,1.74,40.8,81.1,0.8,24.6,166.9,355.8,1746.0,3339,78,62,None,None,0,Low
HEMM-L002,Wheel Loader,2022-05-15,Night,2,Fair,74.9,4.64,1.07,37.9,79.6,0.86,25.0,174.9,353.6,1861.0,6331,78,62,None,None,0,Low
HEMM-DR01,Drill Rig,2022-07-17,Night,6,Poor,93.9,3.69,2.0,41.4,83.1,0.79,24.9,129.6,304.6,1790.0,4735,69,6,Hydraulics,Hydraulic Failure,1,Critical
HEMM-B002,Dozer,2022-07-13,Morning,14,Fair,88.1,4.15,1.47,37.2,79.9,0.81,24.7,182.4,292.6,1803.0,3593,7,39,None,None,0,Low
HEMM-B001,Dozer,2022-07-01,Afternoon,20,Good,93.6,5.14,2.9,39.6,77.9,0.81,24.6,180.7,324.6,1675.0,10601,45,123,None,None,0,Medium
HEMM-D001,Dumper,2022-10-27,Morning,3,Poor,90.2,4.48,2.42,36.8,83.8,0.96,23.7,179.7,336.6,1714.0,10216,41,139,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-05-12,Night,20,Fair,77.4,3.96,2.21,43.1,84.6,0.86,24.7,188.2,316.3,1607.0,5586,74,68,None,None,0,Low
HEMM-SC01,Scraper,2021-01-26,Afternoon,11,Fair,90.5,4.17,3.9,38.5,79.1,0.75,24.5,179.7,340.0,1762.0,5437,49,7,Brakes,Brake Failure,1,Critical
HEMM-SC01,Scraper,2021-12-15,Night,13,Good,87.8,4.71,2.42,32.3,89.4,0.85,25.0,188.7,330.1,1801.0,4389,56,50,None,None,0,Low
HEMM-D003,Dumper,2023-09-24,Night,12,Poor,63.0,4.84,2.66,40.5,84.6,0.8,25.1,173.1,316.7,1847.0,1561,31,152,None,None,0,Low
HEMM-G001,Grader,2022-09-15,Afternoon,11,Fair,106.7,4.31,1.71,46.9,81.3,0.8,24.7,170.7,343.8,1820.0,7597,91,2,Fuel System,Fuel System Failure,1,Critical
HEMM-DR01,Drill Rig,2023-05-01,Morning,10,Fair,72.9,4.65,1.9,38.3,78.9,0.89,24.7,180.8,317.4,1720.0,9316,100,53,None,None,0,Medium
HEMM-G002,Grader,2021-09-27,Afternoon,20,Fair,86.3,4.82,2.04,38.0,83.3,0.81,24.1,188.7,335.1,1851.0,2223,17,39,None,None,0,Low
HEMM-D004,Dumper,2022-08-16,Morning,6,Fair,76.6,4.7,2.66,39.2,81.8,0.87,23.9,187.1,348.4,1792.0,6771,75,143,None,None,0,Low
HEMM-E002,Excavator,2023-05-07,Night,9,Fair,91.5,4.33,1.63,46.6,84.6,0.96,24.5,185.9,279.6,1948.0,5433,103,158,None,None,0,Low
HEMM-B003,Dozer,2023-10-26,Night,18,Fair,84.6,4.25,2.16,36.1,80.1,0.83,24.8,190.4,337.7,1777.0,6625,33,40,None,None,0,Low
HEMM-DR02,Drill Rig,2022-08-10,Afternoon,6,Fair,116.9,4.17,2.16,35.7,81.2,0.6,24.6,191.0,269.5,1849.0,3110,56,5,Cooling System,Cooling System Failure,1,Critical
HEMM-E001,Excavator,2021-07-21,Afternoon,19,Fair,94.7,4.08,1.77,41.5,84.7,0.81,24.8,172.3,348.9,1768.0,10900,58,47,None,None,0,Medium
HEMM-D001,Dumper,2022-04-05,Morning,20,Good,89.0,4.85,2.13,26.6,83.8,0.97,24.2,177.7,349.0,1772.0,10356,69,135,None,None,0,Medium
HEMM-DR01,Drill Rig,2021-02-16,Afternoon,20,Poor,98.8,5.13,1.93,39.9,80.2,0.84,23.6,187.9,346.5,1869.0,4295,26,78,None,None,0,Low
HEMM-D003,Dumper,2023-01-29,Morning,20,Poor,89.4,4.61,1.98,41.5,78.3,0.88,24.5,193.4,337.5,1874.0,10917,54,78,None,None,0,Medium
HEMM-E002,Excavator,2021-11-27,Afternoon,12,Fair,89.6,5.22,1.82,37.4,81.9,0.8,23.3,180.3,293.9,1653.0,4120,27,47,None,None,0,Low
HEMM-E002,Excavator,2022-10-23,Morning,10,Good,88.9,4.17,2.59,42.8,89.6,0.88,24.8,201.3,333.8,1826.0,1261,119,59,None,None,0,Low
HEMM-DR02,Drill Rig,2023-07-30,Morning,20,Good,88.2,4.58,1.83,41.8,86.6,0.88,23.8,194.2,324.1,1861.0,7468,35,177,None,None,0,Low
HEMM-L002,Wheel Loader,2021-08-16,Night,11,Fair,84.3,4.44,2.37,40.3,82.3,1.0,25.1,178.3,301.2,1654.0,2809,36,117,None,None,0,Low
HEMM-D003,Dumper,2021-01-15,Night,2,Fair,94.3,4.77,1.72,33.6,79.4,0.78,24.0,165.8,291.9,1854.0,11374,91,147,None,None,0,Medium
HEMM-L001,Wheel Loader,2023-03-01,Morning,14,Poor,89.4,4.03,2.41,40.6,75.6,0.99,24.9,179.2,316.1,1833.0,4460,118,110,None,None,0,Low
HEMM-SC01,Scraper,2021-02-18,Afternoon,16,Fair,87.2,5.38,1.85,45.8,79.0,0.87,24.6,184.0,278.7,1696.0,1179,42,113,None,None,0,Low
HEMM-D002,Dumper,2023-01-15,Afternoon,17,Fair,95.2,5.51,2.05,35.0,77.4,0.89,24.0,170.5,332.6,1799.0,10509,88,96,None,None,0,Medium
HEMM-D004,Dumper,2021-08-01,Morning,9,Good,80.2,4.28,1.99,37.6,88.9,0.83,24.4,174.0,306.4,1783.0,9699,101,42,None,None,0,Medium
HEMM-G001,Grader,2023-04-26,Night,11,Fair,86.8,4.79,1.96,31.9,80.6,0.89,25.4,191.6,308.7,1789.0,2525,36,178,None,None,0,Low
HEMM-D004,Dumper,2022-11-07,Night,3,Poor,84.0,4.03,2.25,38.3,82.4,0.89,24.5,172.8,308.0,1785.0,7707,120,136,None,None,0,Low
HEMM-E003,Excavator,2022-06-17,Afternoon,10,Fair,76.0,5.05,2.17,39.7,78.4,0.99,24.7,173.1,339.6,1745.0,11491,61,152,None,None,0,Medium
HEMM-B001,Dozer,2022-07-18,Night,2,Poor,103.5,4.07,2.51,38.3,79.6,0.95,23.8,155.7,333.9,1808.0,2494,23,42,None,None,0,High
